,Node1,Relation,Node2,Subject,Label,Entity
1360,Low-level design,CLOSELY_RELATED_TO,design education,[],[],[]
1361,Metadesign,CLOSELY_RELATED_TO,design education,"['Cybernetics', 'Design']",['Metadesign'],['software']
1362,Mind map,CLOSELY_RELATED_TO,design education,"['Articles_with_inconsistent_citation_formats', 'Creativity', 'Design', 'Diagrams', 'Educational_devices', 'Educational_technology', 'Games_of_mental_skill', 'Knowledge_representation', 'Note-taking', 'Reading_(process)', 'Thought', 'Zoomable_user_interfaces']",['Mind map'],['software']
1363,Modular design,CLOSELY_RELATED_TO,design education,"['Decomposition_methods', 'Design', 'Engineering_concepts', 'Holism', 'Systems_engineering', 'Modular_design', 'Open-source_hardware']",['Modular design'],['organisation']
1364,New Wave (design),CLOSELY_RELATED_TO,design education,[],[],[]
1365,Object-oriented design,CLOSELY_RELATED_TO,design education,"['Software_design', 'Object-oriented_programming']",['Object-oriented design'],['Election']
1366,Open-design movement,CLOSELY_RELATED_TO,design education,[],[],[]
1367,Parametric design,CLOSELY_RELATED_TO,design education,"['Architecture', 'Computer-aided_design', 'Design', 'Generative_Design']",['Parametric design'],['Election']
1368,Participatory design,CLOSELY_RELATED_TO,design education,['Design'],['Participatory design'],['organisation']
1369,Platform-based design,CLOSELY_RELATED_TO,design education,[],[],[]
1370,Policy-based design,CLOSELY_RELATED_TO,design education,"['Software_design', 'Articles_with_example_C++_code', 'Programming_paradigms']",['Policy-based design'],['programming language']
1371,Process-centered design,CLOSELY_RELATED_TO,design education,[],[],[]
1372,Public interest design,CLOSELY_RELATED_TO,design education,"['Sustainable_environmental_design', 'Academic_disciplines', 'Architectural_design', 'Building_engineering', 'Environmental_design', 'Public_sphere', 'Sustainable_architecture', 'Sustainable_building', 'Sustainable_development']",['Public interest design'],['company']
1373,Rational design,CLOSELY_RELATED_TO,design education,['Biotechnology'],['Rational design'],['video game']
1374,Regenerative design,CLOSELY_RELATED_TO,design education,"['Industrial_ecology', 'Sustainability', 'Design', 'Environmental_design', 'Environmental_social_science_concepts', 'Systems_theory']",['Regenerative design'],['work']
1375,Reliability engineering,CLOSELY_RELATED_TO,design education,"['Design_for_X', 'Failure', 'Reliability_engineering', 'Engineering_disciplines', 'Engineering_statistics', 'Materials_science', 'Software_quality', 'Survival_analysis', 'Systems_engineering', 'Reliability_analysis']",['Reliability engineering'],['System104377057']
1376,Research-based design,CLOSELY_RELATED_TO,design education,[],[],[]
1377,Responsibility-driven design,CLOSELY_RELATED_TO,design education,[],[],[]
1378,Responsive web design,CLOSELY_RELATED_TO,design education,"['Responsive_web_design', 'Usability', 'User_interfaces', 'Human–computer_interaction', 'Web_design', 'Words_coined_in_the_2010s', '2010_introductions', 'Mobile_Web']",['Responsive web design'],['organisation']
1379,Safe-life design,CLOSELY_RELATED_TO,design education,[],[],[]
1380,Sustainable design,CLOSELY_RELATED_TO,design education,['Sustainable_environmental_design'],['Sustainable design'],['organisation']
1381,Systemic design,CLOSELY_RELATED_TO,design education,['Design'],['Systemic design'],['Thing']
1382,Systems-oriented design,CLOSELY_RELATED_TO,design education,[],[],[]
1383,Systems-oriented design,CLOSELY_RELATED_TO,design education,[],[],[]
1384,Tableless web design,CLOSELY_RELATED_TO,design education,"['Responsive_web_design', 'Cascading_Style_Sheets', 'Web_accessibility', 'Web_design']",['Tableless web design'],['organisation']
1385,Theory of constraints,CLOSELY_RELATED_TO,design education,"['Leadership', 'Marketing', 'Process_management', 'Theory_of_constraints']",['Theory of constraints'],['programming language']
1386,Top-down and bottom-up design,CLOSELY_RELATED_TO,design education,[],[],[]
1387,Transformation design,CLOSELY_RELATED_TO,design education,['Design'],['Transformation design'],['Election']
1388,Transgenerational design,CLOSELY_RELATED_TO,design education,"['Ageing', 'Industrial_design']",['Transgenerational design'],['company']
1389,TRIZ,CLOSELY_RELATED_TO,design education,[],[],[]
1390,Universal design,CLOSELY_RELATED_TO,design education,"['Accessibility', 'Accessible_building', 'Architectural_design', 'Design', 'Architectural_theory']",['Universal design'],['Thing']
1391,Design for All (in ICT),CLOSELY_RELATED_TO,design education,[],[],[]
1392,Design for All (in ICT),CLOSELY_RELATED_TO,design education,[],[],[]
1393,Usage-centered design,CLOSELY_RELATED_TO,design education,"['Usability', 'User_interfaces', 'Human–computer_interaction']",['Usage-centered design'],['organisation']
1394,Use-centered design,CLOSELY_RELATED_TO,design education,[],[],[]
1395,User-centered design,CLOSELY_RELATED_TO,design education,"['Usability', 'Design', 'Human–computer_interaction', 'Technical_communication']",['User-centered design'],['software']
1396,Empathic design,CLOSELY_RELATED_TO,design education,['Design'],['Empathic design'],['organisation']
1397,Empathic design,CLOSELY_RELATED_TO,design education,['Design'],['Empathic design'],['organisation']
1398,User innovation,CLOSELY_RELATED_TO,design education,"['Innovation', 'Science_and_technology_studies', 'Technological_change']",['User innovation'],['Thing']
1399,Value-driven design,CLOSELY_RELATED_TO,design education,['Systems_engineering'],['Value-driven design'],['video game']
1400,Value sensitive design,CLOSELY_RELATED_TO,design education,"['Architectural_design', 'Design', 'Human–computer_interaction', 'Information_systems']",['Value sensitive design'],['System104377057']
1401,Privacy by design,CLOSELY_RELATED_TO,design education,"['Privacy', 'Systems_engineering']",['Privacy by design'],['organisation']
1402,Privacy by design,CLOSELY_RELATED_TO,design education,"['Privacy', 'Systems_engineering']",['Privacy by design'],['organisation']
1403,Design fiction,CLOSELY_RELATED_TO,design education,"['Critical_theory', 'Critical_design']",['Design fiction'],['software']
1404,Architect-led design–build,CLOSELY_RELATED_TO,design education,[],[],[]
1405,Probabilistic design,CLOSELY_RELATED_TO,design education,"['Design', 'Engineering_statistics', 'Quality']",['Probabilistic design'],['sport']
1406,Systems-oriented design,CLOSELY_RELATED_TO,design education,[],[],[]
1407,Design for All (in ICT),CLOSELY_RELATED_TO,design education,[],[],[]
1408,Empathic design,CLOSELY_RELATED_TO,design education,['Design'],['Empathic design'],['organisation']
1409,Privacy by design,CLOSELY_RELATED_TO,design education,"['Privacy', 'Systems_engineering']",['Privacy by design'],['organisation']
1410,Design choice,CLOSELY_RELATED_TO,design education,"['Design', 'Engineering']",['Design choice'],['software']
1411,Design computing,CLOSELY_RELATED_TO,design education,"['Computer-aided_design', 'Graphic_design']",['Design computing'],['company']
1412,Design controls,CLOSELY_RELATED_TO,design education,"['Design', 'Food_and_Drug_Administration', 'Regulation_of_medical_devices']",['Design controls'],['Thing']
1413,Design culture,CLOSELY_RELATED_TO,design education,[],[],[]
1414,Design flow (EDA),CLOSELY_RELATED_TO,design education,[],[],[]
1415,Design leadership,CLOSELY_RELATED_TO,design education,"['Design', 'Management']",['Design leadership'],['Thing']
1416,Design management,CLOSELY_RELATED_TO,design education,"['Innovation', 'Urban_design', 'Design', 'Management', 'Management_science']",['Design management'],['sport']
1417,Design marker,CLOSELY_RELATED_TO,design education,['Software_design'],['Design marker'],['topical concept']
1418,Design methods,CLOSELY_RELATED_TO,design education,"['Design', 'Industrial_design']",['Design methods'],['place']
1419,Design pattern,CLOSELY_RELATED_TO,design education,"['Architectural_design', 'Software_design_patterns']",['Design pattern'],['WikicatSoftwareDesignPatterns']
1420,Design research,CLOSELY_RELATED_TO,design education,"['Design', 'Design_researchers']",['Design research'],['Scientist110560637']
1421,Design science,CLOSELY_RELATED_TO,design education,"['Research_methods', 'Science_studies']",['Design science'],['Method105660268']
1422,Design sprint,CLOSELY_RELATED_TO,design education,"['Agile_software_development', 'Design', 'Software_development_process']",['Design sprint'],['Thing']
1423,Design strategy,CLOSELY_RELATED_TO,design education,['Design'],['Design strategy'],['sport']
1424,Design theory,CLOSELY_RELATED_TO,design education,"['Culture', 'Design', 'Design_history']",['Design theory'],['Thing']
1425,Design thinking,CLOSELY_RELATED_TO,design education,"['Articles_containing_video_clips', 'Creativity', 'Design', 'Industrial_design']",['Design thinking'],['Thing']
1426,Algorithms-Aided Design (AAD),CLOSELY_RELATED_TO,design education,[],[],[]
1427,Architectural model,CLOSELY_RELATED_TO,design education,"['Architectural_communication', 'Architecture', 'Scale_modeling', 'Crafts']",['Architectural model'],['Activity100407535']
1428,Blueprint,CLOSELY_RELATED_TO,design education,"['1840_introductions', 'Infographics', 'Non-impact_printing', 'Publications_by_format', 'Technical_drawing']",['Blueprint'],['place']
1429,Comprehensive layout,CLOSELY_RELATED_TO,design education,"['Advertising_terminology', 'Communication_design', 'Design']",['Comprehensive layout'],['software']
1430,Computer-aided design,CLOSELY_RELATED_TO,design education,"['Computer-aided_design', 'Design_engineering', 'Free_computer-aided_design_software']",['Computer-aided design'],['Thing']
1431,Computer-aided industrial design,CLOSELY_RELATED_TO,design education,[],[],[]
1432,Virtual home design software,CLOSELY_RELATED_TO,design education,"['Interior_design', 'Architectural_design', 'Computer-aided_design_software']",['Virtual home design software'],['software']
1433,Computer-aided industrial design,CLOSELY_RELATED_TO,design education,[],[],[]
1434,Virtual home design software,CLOSELY_RELATED_TO,design education,"['Interior_design', 'Architectural_design', 'Computer-aided_design_software']",['Virtual home design software'],['software']
1435,Computer-automated design,CLOSELY_RELATED_TO,design education,[],[],[]
1436,Design quality indicator,CLOSELY_RELATED_TO,design education,"['Architecture', 'Construction', 'Design']",['Design quality indicator'],['software']
1437,Electronic design automation,CLOSELY_RELATED_TO,design education,"['Electronic_design_automation', 'Electronic_engineering']",['Electronic design automation'],['television station']
1438,Flowchart,CLOSELY_RELATED_TO,design education,"['Algorithm_description_languages', 'American_inventions', 'Articles_with_example_code', 'Computer_programming', 'Diagrams', 'Quality_control_tools', 'Technical_communication']",['Flowchart'],['software']
1439,Mockup,CLOSELY_RELATED_TO,design education,"['Production_and_manufacturing', 'Modeling_and_simulation']",['Mockup'],['aircraft']
1440,Product design specification,CLOSELY_RELATED_TO,design education,"['Product_development', 'Design', 'Technical_specifications']",['Product design specification'],['Communication100033020']
1441,Prototype,CLOSELY_RELATED_TO,design education,"['Industrial_design', 'Production_and_manufacturing', 'Prototypes']",['Prototype'],['ice hockey player']
1442,Sketch (drawing),CLOSELY_RELATED_TO,design education,"['Art_media', 'Drawing']",['Sketch (drawing)'],['Institution108053576']
1443,Storyboard,CLOSELY_RELATED_TO,design education,"['American_inventions', 'Animation_techniques', 'Cinematic_techniques', 'Comics_terminology', 'Film_and_video_terminology', 'Film_production', 'Filmmaking', 'Infographics', 'Home_video_supplements']",['Storyboard'],['person']
1444,Technical drawing,CLOSELY_RELATED_TO,design education,"['Architecture_occupations', 'Engineering_occupations', 'Infographics', 'Technical_drawing']",['Technical drawing'],['Band']
1445,Web design program,CLOSELY_RELATED_TO,design education,['Web_design'],['Web design program'],['television show']
1446,Website wireframe,CLOSELY_RELATED_TO,design education,['Web_design'],['Website wireframe'],['book']
1447,Computer-aided industrial design,CLOSELY_RELATED_TO,design education,[],[],[]
1448,Virtual home design software,CLOSELY_RELATED_TO,design education,"['Interior_design', 'Architectural_design', 'Computer-aided_design_software']",['Virtual home design software'],['software']
1449,Community design,CLOSELY_RELATED_TO,design education,"['Intellectual_property_law_of_the_European_Union', 'Industrial_design']",['Community design'],['river']
1450,Design around,CLOSELY_RELATED_TO,design education,"['Intellectual_property_law', 'Patent_law']",['Design around'],['Thing']
1451,Design infringement,CLOSELY_RELATED_TO,design education,[],[],[]
1452,Design patent,CLOSELY_RELATED_TO,design education,"['Industrial_design', 'United_States_patent_law']",['Design patent'],['Thing']
1453,Fashion design copyright,CLOSELY_RELATED_TO,design education,['United_States_copyright_law'],['Fashion design copyright'],['Thing']
