,Node1,Relation,Node2
5605,level design,SUBJECT,computer art
5606,level design,SUBJECT,video game development
5607,video game design,CLOSELY_RELATED_TO,design education
5608,video game design,SUBJECT,video game design
5609,video game design,SUBJECT,video game development
5610,level design,CLOSELY_RELATED_TO,design education
5611,level design,SUBJECT,video game design
5612,level design,SUBJECT,video game levels
5613,level design,SUBJECT,computer art
5614,level design,SUBJECT,video game development
5615,video game design,CLOSELY_RELATED_TO,design education
5616,video game design,SUBJECT,video game design
5617,video game design,SUBJECT,video game development
5618,hardware interface design,CLOSELY_RELATED_TO,design education
5619,hardware interface design,SUBJECT,user interfaces
5620,hardware interface design,SUBJECT,interfaces
5621,hardware interface design,SUBJECT,systems engineering
5622,icon design,CLOSELY_RELATED_TO,design education
5623,icon design,SUBJECT,computer icons
5624,immersive design,CLOSELY_RELATED_TO,design education
5625,immersive design,SUBJECT,design
5626,immersive design,SUBJECT,human–computer interaction
5627,information design,CLOSELY_RELATED_TO,design education
5628,information design,SUBJECT,user interfaces
5629,information design,SUBJECT,applied linguistics
5630,information design,SUBJECT,communication design
5631,information design,SUBJECT,design
5632,information design,SUBJECT,educational psychology
5633,information design,SUBJECT,graphic design
5634,sonic interaction design,CLOSELY_RELATED_TO,design education
5635,sonic interaction design,SUBJECT,design
5636,sonic interaction design,SUBJECT,multimodal interaction
5637,sonic interaction design,SUBJECT,sound
5638,user experience design,CLOSELY_RELATED_TO,design education
5639,user experience design,SUBJECT,user interfaces
5640,user experience design,SUBJECT,design
5641,user experience design,SUBJECT,human–computer interaction
5642,user experience design,SUBJECT,software development process
5643,user experience design,SUBJECT,web design
5644,user interface design,CLOSELY_RELATED_TO,design education
5645,user interface design,SUBJECT,usability
5646,user interface design,SUBJECT,user interfaces
5647,user interface design,SUBJECT,graphic design
5648,user interface design,SUBJECT,industrial design
5649,web design,CLOSELY_RELATED_TO,design education
5650,web design,SUBJECT,communication design
5651,web design,SUBJECT,web design
5652,employee experience design,CLOSELY_RELATED_TO,design education
5653,employee experience design,SUBJECT,business
5654,employee experience design,SUBJECT,design
5655,employee experience design,SUBJECT,marketing
5656,employee experience design,SUBJECT,strategic management
5657,employee experience design,SUBJECT,workplace
5658,employee experience design,SUBJECT,employee relations
5659,employee experience design,SUBJECT,management terminology
5660,level design,CLOSELY_RELATED_TO,design education
5661,level design,SUBJECT,video game design
5662,level design,SUBJECT,video game levels
5663,level design,SUBJECT,computer art
5664,level design,SUBJECT,video game development
5665,video game design,CLOSELY_RELATED_TO,design education
5666,video game design,SUBJECT,video game design
5667,video game design,SUBJECT,video game development
5668,public art,CLOSELY_RELATED_TO,design education
5669,public art,SUBJECT,garden features
5670,public art,SUBJECT,types of art museums and galleries
5671,public art,SUBJECT,public art
5672,ceramic art,CLOSELY_RELATED_TO,design education
5673,ceramic art,SUBJECT,art history by medium
5674,ceramic art,SUBJECT,ceramic art
5675,ceramic art,SUBJECT,pottery
5676,ceramic art,SUBJECT,history of ceramics
5677,glass art,CLOSELY_RELATED_TO,design education
5678,glass art,SUBJECT,glass art
5679,fashion design,CLOSELY_RELATED_TO,design education
5680,fashion design,SUBJECT,fashion design
5681,fashion design,SUBJECT,arts occupations
5682,costume design,CLOSELY_RELATED_TO,design education
5683,costume design,SUBJECT,stagecraft
5684,costume design,SUBJECT,costume design
5685,costume design,SUBJECT,film production
5686,costume design,SUBJECT,theatrical occupations
5687,jewelry design,CLOSELY_RELATED_TO,design education
5688,jewelry design,SUBJECT,jewellery
5689,jewelry design,SUBJECT,design occupations
5690,jewelry design,SUBJECT,jewellery designers
5691,costume design,CLOSELY_RELATED_TO,design education
5692,costume design,SUBJECT,stagecraft
5693,costume design,SUBJECT,costume design
5694,costume design,SUBJECT,film production
5695,costume design,SUBJECT,theatrical occupations
5696,jewelry design,CLOSELY_RELATED_TO,design education
5697,jewelry design,SUBJECT,jewellery
5698,jewelry design,SUBJECT,design occupations
5699,jewelry design,SUBJECT,jewellery designers
5700,floral design,CLOSELY_RELATED_TO,design education
5701,floral design,SUBJECT,arts occupations
5702,floral design,SUBJECT,design
5703,floral design,SUBJECT,floristry
5704,game art design,CLOSELY_RELATED_TO,design education
5705,game art design,SUBJECT,video game development
5706,property designer,CLOSELY_RELATED_TO,design education
5707,property designer,SUBJECT,prop design
5708,property designer,SUBJECT,prop designers
5709,property designer,SUBJECT,stage crew
5710,property designer,SUBJECT,theatrical occupations
5711,scenic design,CLOSELY_RELATED_TO,design education
5712,scenic design,SUBJECT,stagecraft
5713,scenic design,SUBJECT,scenic design
5714,scenic design,SUBJECT,design
5715,scenic design,SUBJECT,film production
5716,scenic design,SUBJECT,theatrical occupations
5717,sound design,CLOSELY_RELATED_TO,design education
5718,sound design,SUBJECT,sound production
5719,sound design,SUBJECT,stagecraft
5720,sound design,SUBJECT,stage crew
5721,sound design,SUBJECT,design
5722,sound design,SUBJECT,theatrical occupations
5723,sound design,SUBJECT,film sound production
5724,sound design,SUBJECT,theatrical sound production
5725,lighting designer,CLOSELY_RELATED_TO,design education
5726,lighting designer,SUBJECT,stage lighting
5727,lighting designer,SUBJECT,stage crew
5728,lighting designer,SUBJECT,lighting engineers
5729,lighting designer,SUBJECT,broadcasting occupations
5730,lighting designer,SUBJECT,filmmaking occupations
5731,lighting designer,SUBJECT,lighting designers
5732,lighting designer,SUBJECT,media occupations
5733,lighting designer,SUBJECT,television terminology
5734,lighting designer,SUBJECT,theatrical occupations
5735,lighting designer,SUBJECT,landscape or garden designers
5736,lighting designer,SUBJECT,design occupations
5737,textile design,CLOSELY_RELATED_TO,design education
5738,textile design,SUBJECT,textile design
5739,costume design,CLOSELY_RELATED_TO,design education
5740,costume design,SUBJECT,stagecraft
5741,costume design,SUBJECT,costume design
5742,costume design,SUBJECT,film production
5743,costume design,SUBJECT,theatrical occupations
5744,jewelry design,CLOSELY_RELATED_TO,design education
5745,jewelry design,SUBJECT,jewellery
5746,jewelry design,SUBJECT,design occupations
5747,jewelry design,SUBJECT,jewellery designers
5748,algorithm design,CLOSELY_RELATED_TO,design education
5749,algorithm design,SUBJECT,algorithms
5750,algorithm design,SUBJECT,operations research
5751,behavioural design,CLOSELY_RELATED_TO,design education
5752,boiler design,CLOSELY_RELATED_TO,design education
5753,boiler design,SUBJECT,design
5754,boiler design,SUBJECT,boilers
5755,database design,CLOSELY_RELATED_TO,design education
5756,database design,SUBJECT,database management systems
5757,database design,SUBJECT,database theory
5758,database design,SUBJECT,databases
5759,drug design,CLOSELY_RELATED_TO,design education
5760,drug design,SUBJECT,drug discovery
5761,drug design,SUBJECT,medicinal chemistry
5762,drug design,SUBJECT,clinical research
5763,drug design,SUBJECT,design of experiments
5764,electrical system design,CLOSELY_RELATED_TO,design education
5765,electrical system design,SUBJECT,electrical engineering
5766,electrical system design,SUBJECT,electrical wiring
5767,electrical system design,SUBJECT,engineering
5768,electrical system design,SUBJECT,standards
5769,electrical system design,SUBJECT,systems engineering
5770,electrical system design,SUBJECT,technical communication
5771,design of experiments,CLOSELY_RELATED_TO,design education
5772,design of experiments,SUBJECT,design of experiments
5773,design of experiments,SUBJECT,engineering statistics
5774,design of experiments,SUBJECT,experiments
5775,design of experiments,SUBJECT,industrial engineering
5776,design of experiments,SUBJECT,quality
5777,design of experiments,SUBJECT,quality control
5778,design of experiments,SUBJECT,quantitative research
5779,design of experiments,SUBJECT,statistical methods
5780,design of experiments,SUBJECT,statistical theory
5781,design of experiments,SUBJECT,systems engineering
5782,filter design,CLOSELY_RELATED_TO,design education
5783,filter design,SUBJECT,signal processing filter
5784,filter design,SUBJECT,digital signal processing
5785,filter design,SUBJECT,filter theory
5786,geometric design,CLOSELY_RELATED_TO,design education
5787,geometric design,SUBJECT,computer-aided design
5788,geometric design,SUBJECT,geometric algorithms
5789,geometric design,SUBJECT,computational science
5790,job design,CLOSELY_RELATED_TO,design education
5791,job design,SUBJECT,human resource management
5792,job design,SUBJECT,industrial and organizational psychology
5793,job design,SUBJECT,motivation
5794,job design,SUBJECT,organizational theory
5795,job design,SUBJECT,systems psychology
5796,integrated circuit design,CLOSELY_RELATED_TO,design education
5797,integrated circuit design,SUBJECT,electronic design
5798,integrated circuit design,SUBJECT,electronic engineering
5799,integrated circuit design,SUBJECT,integrated circuits
5800,circuit design,CLOSELY_RELATED_TO,design education
5801,circuit design,SUBJECT,electronic design
5802,circuit design,SUBJECT,electronic engineering
5803,physical design (electronics),CLOSELY_RELATED_TO,design education
5804,physical design (electronics),SUBJECT,electronic design automation
5805,power network design (ic),CLOSELY_RELATED_TO,design education
5806,circuit design,CLOSELY_RELATED_TO,design education
5807,circuit design,SUBJECT,electronic design
5808,circuit design,SUBJECT,electronic engineering
5809,physical design (electronics),CLOSELY_RELATED_TO,design education
5810,physical design (electronics),SUBJECT,electronic design automation
5811,power network design (ic),CLOSELY_RELATED_TO,design education
5812,mechanism design,CLOSELY_RELATED_TO,design education
5813,mechanism design,SUBJECT,game theory
5814,mechanism design,SUBJECT,mechanism design
5815,mechanism design,SUBJECT,social choice theory
5816,nuclear weapon design,CLOSELY_RELATED_TO,design education
5817,nuclear weapon design,SUBJECT,nuclear weapon design
5818,nuclear weapon design,SUBJECT,weapon design
5819,nuclear weapon design,SUBJECT,nuclear weapons
5820,nucleic acid design,CLOSELY_RELATED_TO,design education
5821,nucleic acid design,SUBJECT,dna nanotechnology
5822,organization design,CLOSELY_RELATED_TO,design education
5823,organization design,SUBJECT,enterprise modelling
5824,organization design,SUBJECT,business models
5825,process design,CLOSELY_RELATED_TO,design education
5826,process design,SUBJECT,process engineering
5827,processor design,CLOSELY_RELATED_TO,design education
5828,processor design,SUBJECT,central processing unit
5829,processor design,SUBJECT,computer engineering
5830,protein design,CLOSELY_RELATED_TO,design education
5831,protein design,SUBJECT,protein structure
5832,protein design,SUBJECT,protein engineering
5833,research design,CLOSELY_RELATED_TO,design education
5834,research design,SUBJECT,research
5835,social design,CLOSELY_RELATED_TO,design education
5836,social design,SUBJECT,design
5837,software design,CLOSELY_RELATED_TO,design education
5838,software design,SUBJECT,software design
5839,software design,SUBJECT,computer occupations
5840,spacecraft design,CLOSELY_RELATED_TO,design education
5841,spacecraft design,SUBJECT,systems engineering
5842,spacecraft design,SUBJECT,spacecraft design
5843,strategic design,CLOSELY_RELATED_TO,design education
5844,strategic design,SUBJECT,design
5845,systems design,CLOSELY_RELATED_TO,design education
5846,systems design,SUBJECT,computer systems
5847,systems design,SUBJECT,software design
5848,systems design,SUBJECT,systems analysis
5849,systems design,SUBJECT,electronic design automation
5850,circuit design,CLOSELY_RELATED_TO,design education
5851,circuit design,SUBJECT,electronic design
5852,circuit design,SUBJECT,electronic engineering
5853,physical design (electronics),CLOSELY_RELATED_TO,design education
5854,physical design (electronics),SUBJECT,electronic design automation
5855,power network design (ic),CLOSELY_RELATED_TO,design education
5856,activity-centered design,CLOSELY_RELATED_TO,design education
5857,adaptive web design,CLOSELY_RELATED_TO,design education
5858,adaptive web design,SUBJECT,web design
5859,affective design,CLOSELY_RELATED_TO,design education
5860,affective design,SUBJECT,design
5861,affective design,SUBJECT,marketing
5862,brainstorming,CLOSELY_RELATED_TO,design education
5863,brainstorming,SUBJECT,group problem solving methods
5864,brainstorming,SUBJECT,collaboration
5865,brainstorming,SUBJECT,creativity techniques
5866,design by committee,CLOSELY_RELATED_TO,design education
5867,design by committee,SUBJECT,anti-patterns
5868,design by committee,SUBJECT,design
5869,design by committee,SUBJECT,group processes
5870,design by contract,CLOSELY_RELATED_TO,design education
5871,design by contract,SUBJECT,software design
5872,design by contract,SUBJECT,programming paradigms
5873,c-k theory,CLOSELY_RELATED_TO,design education
5874,c-k theory,SUBJECT,conceptual systems
5875,c-k theory,SUBJECT,abstraction
5876,c-k theory,SUBJECT,critical thinking
5877,c-k theory,SUBJECT,inductive reasoning
5878,c-k theory,SUBJECT,theories
5879,design closure,CLOSELY_RELATED_TO,design education
5880,design closure,SUBJECT,electronic design
5881,design closure,SUBJECT,electronic design automation
5882,design closure,SUBJECT,electronic engineering
5883,design closure,SUBJECT,electronics optimization
5884,participatory design,CLOSELY_RELATED_TO,design education
5885,participatory design,SUBJECT,design
5886,concept-oriented design (page does not exist),CLOSELY_RELATED_TO,design education
5887,configuration design,CLOSELY_RELATED_TO,design education
5888,configuration design,SUBJECT,design
5889,contextual design,CLOSELY_RELATED_TO,design education
5890,contextual design,SUBJECT,human–computer interaction
5891,continuous design,CLOSELY_RELATED_TO,design education
5892,continuous design,SUBJECT,software design
5893,cradle-to-cradle design,CLOSELY_RELATED_TO,design education
5894,cradle-to-cradle design,SUBJECT,industrial ecology
5895,cradle-to-cradle design,SUBJECT,environmental design
5896,cradle-to-cradle design,SUBJECT,sustainable building
5897,creative problem-solving,CLOSELY_RELATED_TO,design education
5898,creative problem-solving,SUBJECT,creativity
5899,creative problem-solving,SUBJECT,design
5900,creative problem-solving,SUBJECT,thought
5901,creative problem-solving,SUBJECT,problem solving methods
5902,creative problem-solving,SUBJECT,creativity techniques
5903,creativity techniques,CLOSELY_RELATED_TO,design education
5904,creativity techniques,SUBJECT,artistic techniques
5905,creativity techniques,SUBJECT,problem solving methods
5906,creativity techniques,SUBJECT,creativity techniques
5907,critical design,CLOSELY_RELATED_TO,design education
5908,critical design,SUBJECT,critical theory
5909,critical design,SUBJECT,critical design
5910,design fiction,CLOSELY_RELATED_TO,design education
5911,design fiction,SUBJECT,critical theory
5912,design fiction,SUBJECT,critical design
5913,design fiction,CLOSELY_RELATED_TO,design education
5914,design fiction,SUBJECT,critical theory
5915,design fiction,SUBJECT,critical design
5916,defensive design,CLOSELY_RELATED_TO,design education
5917,defensive design,SUBJECT,design
5918,design–bid–build,CLOSELY_RELATED_TO,design education
5919,design–build,CLOSELY_RELATED_TO,design education
5920,architect-led design–build,CLOSELY_RELATED_TO,design education
5921,architect-led design–build,CLOSELY_RELATED_TO,design education
5922,diffuse design,CLOSELY_RELATED_TO,design education
5923,domain-driven design,CLOSELY_RELATED_TO,design education
5924,domain-driven design,SUBJECT,software design
5925,domain-driven design,SUBJECT,software architecture
5926,domain-driven design,SUBJECT,software development philosophies
5927,ecodesign,CLOSELY_RELATED_TO,design education
5928,ecodesign,SUBJECT,environmental design
5929,ecodesign,SUBJECT,environmentalism
5930,energy neutral design,CLOSELY_RELATED_TO,design education
5931,energy neutral design,SUBJECT,design
5932,energy neutral design,SUBJECT,energy conservation
5933,engineering design process,CLOSELY_RELATED_TO,design education
5934,engineering design process,SUBJECT,engineering
5935,engineering design process,SUBJECT,mechanical engineering
5936,engineering design process,SUBJECT,systems engineering
5937,probabilistic design,CLOSELY_RELATED_TO,design education
5938,probabilistic design,SUBJECT,design
5939,probabilistic design,SUBJECT,engineering statistics
5940,probabilistic design,SUBJECT,quality
5941,probabilistic design,CLOSELY_RELATED_TO,design education
5942,probabilistic design,SUBJECT,design
5943,probabilistic design,SUBJECT,engineering statistics
5944,probabilistic design,SUBJECT,quality
5945,error-tolerant design,CLOSELY_RELATED_TO,design education
5946,error-tolerant design,SUBJECT,fault-tolerant computer systems
5947,error-tolerant design,SUBJECT,computer errors
5948,error-tolerant design,SUBJECT,error
5949,error-tolerant design,SUBJECT,fault tolerance
5950,fault-tolerant design,CLOSELY_RELATED_TO,design education
5951,fault-tolerant design,SUBJECT,computer systems
5952,fault-tolerant design,SUBJECT,raid
5953,fault-tolerant design,SUBJECT,reliability engineering
5954,fault-tolerant design,SUBJECT,control engineering
5955,fault-tolerant design,SUBJECT,fault tolerance
5956,fault-tolerant design,SUBJECT,software
5957,fault-tolerant design,SUBJECT,software quality
5958,fault-tolerant design,SUBJECT,systems engineering
5959,framework-oriented design,CLOSELY_RELATED_TO,design education
5960,design for assembly,CLOSELY_RELATED_TO,design education
5961,design for assembly,SUBJECT,design for x
5962,design for assembly,SUBJECT,product development
5963,design for assembly,SUBJECT,design
5964,design for behaviour change,CLOSELY_RELATED_TO,design education
5965,design for behaviour change,SUBJECT,design
5966,design for manufacturability,CLOSELY_RELATED_TO,design education
5967,design for manufacturability,SUBJECT,design for x
5968,design for manufacturability,SUBJECT,digital electronics
5969,design for manufacturability,SUBJECT,electronic design automation
5970,design for manufacturability,SUBJECT,industrial design
5971,design for manufacturability,SUBJECT,manufacturing
5972,design for manufacturability,SUBJECT,mechanical engineering
5973,design for six sigma,CLOSELY_RELATED_TO,design education
5974,design for six sigma,SUBJECT,product design
5975,design for six sigma,SUBJECT,six sigma
5976,design for testing,CLOSELY_RELATED_TO,design education
5977,design for testing,SUBJECT,design for x
5978,design for testing,SUBJECT,electronic design automation
5979,design for testing,SUBJECT,hardware testing
5980,design for x,CLOSELY_RELATED_TO,design education
5981,functional design,CLOSELY_RELATED_TO,design education
5982,functional design,SUBJECT,computer-aided design
5983,functional design,SUBJECT,design
5984,functional design,SUBJECT,software architecture
5985,generative design,CLOSELY_RELATED_TO,design education
5986,geodesign,CLOSELY_RELATED_TO,design education
5987,geodesign,SUBJECT,design
5988,human-centered design,CLOSELY_RELATED_TO,design education
5989,high-level design,CLOSELY_RELATED_TO,design education
5990,high-level design,SUBJECT,design
5991,inclusive design,CLOSELY_RELATED_TO,design education
5992,inclusive design,SUBJECT,accessibility
5993,inclusive design,SUBJECT,accessible building
5994,inclusive design,SUBJECT,architectural design
5995,inclusive design,SUBJECT,design
5996,inclusive design,SUBJECT,architectural theory
5997,integrated design,CLOSELY_RELATED_TO,design education
5998,integrated design,SUBJECT,design
5999,integrated topside design,CLOSELY_RELATED_TO,design education
6000,integrated topside design,SUBJECT,ship design
6001,intelligence-based design,CLOSELY_RELATED_TO,design education
6002,iterative design,CLOSELY_RELATED_TO,design education
6003,iterative design,SUBJECT,design
6004,iterative design,SUBJECT,systems engineering
6005,kiss principle,CLOSELY_RELATED_TO,design education
6006,kiss principle,SUBJECT,adages
6007,kiss principle,SUBJECT,design
6008,kiss principle,SUBJECT,programming principles
6009,kiss principle,SUBJECT,simple living
6010,kiss principle,SUBJECT,software development philosophies
6011,low-level design,CLOSELY_RELATED_TO,design education
6012,metadesign,CLOSELY_RELATED_TO,design education
6013,metadesign,SUBJECT,cybernetics
6014,metadesign,SUBJECT,design
6015,mind map,CLOSELY_RELATED_TO,design education
6016,mind map,SUBJECT,articles with inconsistent citation formats
6017,mind map,SUBJECT,creativity
6018,mind map,SUBJECT,design
6019,mind map,SUBJECT,diagrams
6020,mind map,SUBJECT,educational devices
6021,mind map,SUBJECT,educational technology
6022,mind map,SUBJECT,games of mental skill
6023,mind map,SUBJECT,knowledge representation
6024,mind map,SUBJECT,note-taking
6025,mind map,SUBJECT,reading (process)
6026,mind map,SUBJECT,thought
6027,mind map,SUBJECT,zoomable user interfaces
6028,modular design,CLOSELY_RELATED_TO,design education
6029,modular design,SUBJECT,decomposition methods
6030,modular design,SUBJECT,design
6031,modular design,SUBJECT,engineering concepts
6032,modular design,SUBJECT,holism
6033,modular design,SUBJECT,systems engineering
6034,modular design,SUBJECT,modular design
6035,modular design,SUBJECT,open-source hardware
6036,new wave (design),CLOSELY_RELATED_TO,design education
6037,object-oriented design,CLOSELY_RELATED_TO,design education
6038,object-oriented design,SUBJECT,software design
6039,object-oriented design,SUBJECT,object-oriented programming
6040,open-design movement,CLOSELY_RELATED_TO,design education
6041,parametric design,CLOSELY_RELATED_TO,design education
6042,parametric design,SUBJECT,architecture
6043,parametric design,SUBJECT,computer-aided design
6044,parametric design,SUBJECT,design
6045,parametric design,SUBJECT,generative design
6046,participatory design,CLOSELY_RELATED_TO,design education
6047,participatory design,SUBJECT,design
6048,platform-based design,CLOSELY_RELATED_TO,design education
6049,policy-based design,CLOSELY_RELATED_TO,design education
6050,policy-based design,SUBJECT,software design
6051,policy-based design,SUBJECT,articles with example c++ code
6052,policy-based design,SUBJECT,programming paradigms
6053,process-centered design,CLOSELY_RELATED_TO,design education
6054,public interest design,CLOSELY_RELATED_TO,design education
6055,public interest design,SUBJECT,sustainable environmental design
6056,public interest design,SUBJECT,academic disciplines
6057,public interest design,SUBJECT,architectural design
6058,public interest design,SUBJECT,building engineering
6059,public interest design,SUBJECT,environmental design
6060,public interest design,SUBJECT,public sphere
6061,public interest design,SUBJECT,sustainable architecture
6062,public interest design,SUBJECT,sustainable building
6063,public interest design,SUBJECT,sustainable development
6064,rational design,CLOSELY_RELATED_TO,design education
6065,rational design,SUBJECT,biotechnology
6066,regenerative design,CLOSELY_RELATED_TO,design education
6067,regenerative design,SUBJECT,industrial ecology
6068,regenerative design,SUBJECT,sustainability
6069,regenerative design,SUBJECT,design
6070,regenerative design,SUBJECT,environmental design
6071,regenerative design,SUBJECT,environmental social science concepts
6072,regenerative design,SUBJECT,systems theory
6073,reliability engineering,CLOSELY_RELATED_TO,design education
6074,reliability engineering,SUBJECT,design for x
6075,reliability engineering,SUBJECT,failure
6076,reliability engineering,SUBJECT,reliability engineering
6077,reliability engineering,SUBJECT,engineering disciplines
6078,reliability engineering,SUBJECT,engineering statistics
6079,reliability engineering,SUBJECT,materials science
6080,reliability engineering,SUBJECT,software quality
6081,reliability engineering,SUBJECT,survival analysis
6082,reliability engineering,SUBJECT,systems engineering
6083,reliability engineering,SUBJECT,reliability analysis
6084,research-based design,CLOSELY_RELATED_TO,design education
6085,responsibility-driven design,CLOSELY_RELATED_TO,design education
6086,responsive web design,CLOSELY_RELATED_TO,design education
6087,responsive web design,SUBJECT,responsive web design
6088,responsive web design,SUBJECT,usability
6089,responsive web design,SUBJECT,user interfaces
6090,responsive web design,SUBJECT,human–computer interaction
6091,responsive web design,SUBJECT,web design
6092,responsive web design,SUBJECT,words coined in the 2010s
6093,responsive web design,SUBJECT,2010 introductions
6094,responsive web design,SUBJECT,mobile web
6095,safe-life design,CLOSELY_RELATED_TO,design education
6096,sustainable design,CLOSELY_RELATED_TO,design education
6097,sustainable design,SUBJECT,sustainable environmental design
6098,systemic design,CLOSELY_RELATED_TO,design education
6099,systemic design,SUBJECT,design
6100,systems-oriented design,CLOSELY_RELATED_TO,design education
6101,systems-oriented design,CLOSELY_RELATED_TO,design education
6102,tableless web design,CLOSELY_RELATED_TO,design education
6103,tableless web design,SUBJECT,responsive web design
6104,tableless web design,SUBJECT,cascading style sheets
6105,tableless web design,SUBJECT,web accessibility
6106,tableless web design,SUBJECT,web design
6107,theory of constraints,CLOSELY_RELATED_TO,design education
6108,theory of constraints,SUBJECT,leadership
6109,theory of constraints,SUBJECT,marketing
6110,theory of constraints,SUBJECT,process management
6111,theory of constraints,SUBJECT,theory of constraints
6112,top-down and bottom-up design,CLOSELY_RELATED_TO,design education
6113,transformation design,CLOSELY_RELATED_TO,design education
6114,transformation design,SUBJECT,design
6115,transgenerational design,CLOSELY_RELATED_TO,design education
6116,transgenerational design,SUBJECT,ageing
6117,transgenerational design,SUBJECT,industrial design
6118,triz,CLOSELY_RELATED_TO,design education
6119,universal design,CLOSELY_RELATED_TO,design education
6120,universal design,SUBJECT,accessibility
6121,universal design,SUBJECT,accessible building
6122,universal design,SUBJECT,architectural design
6123,universal design,SUBJECT,design
6124,universal design,SUBJECT,architectural theory
6125,design for all (in ict),CLOSELY_RELATED_TO,design education
6126,design for all (in ict),CLOSELY_RELATED_TO,design education
6127,usage-centered design,CLOSELY_RELATED_TO,design education
6128,usage-centered design,SUBJECT,usability
6129,usage-centered design,SUBJECT,user interfaces
6130,usage-centered design,SUBJECT,human–computer interaction
6131,use-centered design,CLOSELY_RELATED_TO,design education
6132,user-centered design,CLOSELY_RELATED_TO,design education
6133,user-centered design,SUBJECT,usability
6134,user-centered design,SUBJECT,design
6135,user-centered design,SUBJECT,human–computer interaction
6136,user-centered design,SUBJECT,technical communication
6137,empathic design,CLOSELY_RELATED_TO,design education
6138,empathic design,SUBJECT,design
6139,empathic design,CLOSELY_RELATED_TO,design education
6140,empathic design,SUBJECT,design
6141,user innovation,CLOSELY_RELATED_TO,design education
6142,user innovation,SUBJECT,innovation
6143,user innovation,SUBJECT,science and technology studies
6144,user innovation,SUBJECT,technological change
6145,value-driven design,CLOSELY_RELATED_TO,design education
6146,value-driven design,SUBJECT,systems engineering
6147,value sensitive design,CLOSELY_RELATED_TO,design education
6148,value sensitive design,SUBJECT,architectural design
6149,value sensitive design,SUBJECT,design
6150,value sensitive design,SUBJECT,human–computer interaction
6151,value sensitive design,SUBJECT,information systems
6152,privacy by design,CLOSELY_RELATED_TO,design education
6153,privacy by design,SUBJECT,privacy
6154,privacy by design,SUBJECT,systems engineering
6155,privacy by design,CLOSELY_RELATED_TO,design education
6156,privacy by design,SUBJECT,privacy
6157,privacy by design,SUBJECT,systems engineering
6158,design fiction,CLOSELY_RELATED_TO,design education
6159,design fiction,SUBJECT,critical theory
6160,design fiction,SUBJECT,critical design
6161,architect-led design–build,CLOSELY_RELATED_TO,design education
6162,probabilistic design,CLOSELY_RELATED_TO,design education
6163,probabilistic design,SUBJECT,design
6164,probabilistic design,SUBJECT,engineering statistics
6165,probabilistic design,SUBJECT,quality
6166,systems-oriented design,CLOSELY_RELATED_TO,design education
6167,design for all (in ict),CLOSELY_RELATED_TO,design education
6168,empathic design,CLOSELY_RELATED_TO,design education
6169,empathic design,SUBJECT,design
6170,privacy by design,CLOSELY_RELATED_TO,design education
6171,privacy by design,SUBJECT,privacy
6172,privacy by design,SUBJECT,systems engineering
6173,design choice,CLOSELY_RELATED_TO,design education
6174,design choice,SUBJECT,design
6175,design choice,SUBJECT,engineering
6176,design computing,CLOSELY_RELATED_TO,design education
6177,design computing,SUBJECT,computer-aided design
6178,design computing,SUBJECT,graphic design
6179,design controls,CLOSELY_RELATED_TO,design education
6180,design controls,SUBJECT,design
6181,design controls,SUBJECT,food and drug administration
6182,design controls,SUBJECT,regulation of medical devices
6183,design culture,CLOSELY_RELATED_TO,design education
6184,design flow (eda),CLOSELY_RELATED_TO,design education
6185,design leadership,CLOSELY_RELATED_TO,design education
6186,design leadership,SUBJECT,design
6187,design leadership,SUBJECT,management
6188,design management,CLOSELY_RELATED_TO,design education
6189,design management,SUBJECT,innovation
6190,design management,SUBJECT,urban design
6191,design management,SUBJECT,design
6192,design management,SUBJECT,management
6193,design management,SUBJECT,management science
6194,design marker,CLOSELY_RELATED_TO,design education
6195,design marker,SUBJECT,software design
6196,design methods,CLOSELY_RELATED_TO,design education
6197,design methods,SUBJECT,design
6198,design methods,SUBJECT,industrial design
6199,design pattern,CLOSELY_RELATED_TO,design education
6200,design pattern,SUBJECT,architectural design
6201,design pattern,SUBJECT,software design patterns
6202,design research,CLOSELY_RELATED_TO,design education
6203,design research,SUBJECT,design
6204,design research,SUBJECT,design researchers
6205,design science,CLOSELY_RELATED_TO,design education
6206,design science,SUBJECT,research methods
6207,design science,SUBJECT,science studies
6208,design sprint,CLOSELY_RELATED_TO,design education
6209,design sprint,SUBJECT,agile software development
6210,design sprint,SUBJECT,design
6211,design sprint,SUBJECT,software development process
6212,design strategy,CLOSELY_RELATED_TO,design education
6213,design strategy,SUBJECT,design
6214,design theory,CLOSELY_RELATED_TO,design education
6215,design theory,SUBJECT,culture
6216,design theory,SUBJECT,design
6217,design theory,SUBJECT,design history
6218,design thinking,CLOSELY_RELATED_TO,design education
6219,design thinking,SUBJECT,articles containing video clips
6220,design thinking,SUBJECT,creativity
6221,design thinking,SUBJECT,design
6222,design thinking,SUBJECT,industrial design
6223,algorithms-aided design (aad),CLOSELY_RELATED_TO,design education
6224,architectural model,CLOSELY_RELATED_TO,design education
6225,architectural model,SUBJECT,architectural communication
6226,architectural model,SUBJECT,architecture
6227,architectural model,SUBJECT,scale modeling
6228,architectural model,SUBJECT,crafts
6229,blueprint,CLOSELY_RELATED_TO,design education
6230,blueprint,SUBJECT,1840 introductions
6231,blueprint,SUBJECT,infographics
6232,blueprint,SUBJECT,non-impact printing
6233,blueprint,SUBJECT,publications by format
