,Node1,Relation,Node2
1713,johansen test,SUBJECT,time series analysis
1714,ljung–box test,CLOSELY_RELATED_TO,aggregate data
1715,durbin–watson statistic,CLOSELY_RELATED_TO,aggregate data
1716,breusch–godfrey test,CLOSELY_RELATED_TO,aggregate data
1717,autocorrelation,CLOSELY_RELATED_TO,aggregate data
1718,autocorrelation,SUBJECT,covariance and correlation
1719,autocorrelation,SUBJECT,regression analysis
1720,autocorrelation,SUBJECT,signal processing
1721,autocorrelation,SUBJECT,time domain analysis
1722,autocorrelation,SUBJECT,time series analysis
1723,partial autocorrelation function,CLOSELY_RELATED_TO,aggregate data
1724,partial autocorrelation function,SUBJECT,covariance and correlation
1725,partial autocorrelation function,SUBJECT,time domain analysis
1726,partial autocorrelation function,CLOSELY_RELATED_TO,aggregate data
1727,partial autocorrelation function,SUBJECT,covariance and correlation
1728,partial autocorrelation function,SUBJECT,time domain analysis
1729,cross-correlation,CLOSELY_RELATED_TO,aggregate data
1730,cross-correlation,SUBJECT,bilinear operators
1731,cross-correlation,SUBJECT,covariance and correlation
1732,cross-correlation,SUBJECT,signal processing
1733,cross-correlation,SUBJECT,time domain analysis
1734,autoregressive–moving-average model,CLOSELY_RELATED_TO,aggregate data
1735,autoregressive–moving-average model,SUBJECT,noise
1736,autoregressive–moving-average model,SUBJECT,time series analysis
1737,box–jenkins method,CLOSELY_RELATED_TO,aggregate data
1738,autoregressive conditional heteroskedasticity,CLOSELY_RELATED_TO,aggregate data
1739,autoregressive conditional heteroskedasticity,SUBJECT,time series analysis
1740,autoregressive conditional heteroskedasticity,SUBJECT,nonlinear time series analysis
1741,vector autoregression,CLOSELY_RELATED_TO,aggregate data
1742,vector autoregression,SUBJECT,time series models
1743,vector autoregression,SUBJECT,multivariate time series analysis
1744,partial autocorrelation function,CLOSELY_RELATED_TO,aggregate data
1745,partial autocorrelation function,SUBJECT,covariance and correlation
1746,partial autocorrelation function,SUBJECT,time domain analysis
1747,spectral density estimation,CLOSELY_RELATED_TO,aggregate data
1748,spectral density estimation,SUBJECT,frequency domain analysis
1749,spectral density estimation,SUBJECT,estimation theory
1750,spectral density estimation,SUBJECT,signal processing
1751,fourier analysis,CLOSELY_RELATED_TO,aggregate data
1752,fourier analysis,SUBJECT,digital signal processing
1753,fourier analysis,SUBJECT,fourier analysis
1754,fourier analysis,SUBJECT,integral transforms
1755,fourier analysis,SUBJECT,joseph fourier
1756,fourier analysis,SUBJECT,mathematical physics
1757,fourier analysis,SUBJECT,mathematics of computing
1758,fourier analysis,SUBJECT,time series analysis
1759,wavelet,CLOSELY_RELATED_TO,aggregate data
1760,wavelet,SUBJECT,time–frequency analysis
1761,wavelet,SUBJECT,wavelets
1762,wavelet,SUBJECT,signal processing
1763,whittle likelihood,CLOSELY_RELATED_TO,aggregate data
1764,whittle likelihood,SUBJECT,estimation theory
1765,whittle likelihood,SUBJECT,signal processing
1766,whittle likelihood,SUBJECT,time series analysis
1767,kaplan–meier estimator,CLOSELY_RELATED_TO,aggregate data
1768,proportional hazards model,CLOSELY_RELATED_TO,aggregate data
1769,proportional hazards model,SUBJECT,poisson processes
1770,proportional hazards model,SUBJECT,regression analysis
1771,proportional hazards model,SUBJECT,statistical models
1772,proportional hazards model,SUBJECT,survival analysis
1773,accelerated failure time model,CLOSELY_RELATED_TO,aggregate data
1774,accelerated failure time model,SUBJECT,survival analysis
1775,first-hitting-time model,CLOSELY_RELATED_TO,aggregate data
1776,nelson–aalen estimator,CLOSELY_RELATED_TO,aggregate data
1777,log-rank test,CLOSELY_RELATED_TO,aggregate data
1778,log-rank test,SUBJECT,statistical tests
1779,log-rank test,SUBJECT,survival analysis
1780,bioinformatics,CLOSELY_RELATED_TO,aggregate data
1781,bioinformatics,SUBJECT,bioinformatics
1782,clinical trial,CLOSELY_RELATED_TO,aggregate data
1783,clinical trial,SUBJECT,clinical pharmacology
1784,clinical trial,SUBJECT,clinical trials
1785,clinical trial,SUBJECT,drug discovery
1786,clinical trial,SUBJECT,nursing research
1787,clinical trial,SUBJECT,product testing
1788,clinical trial,SUBJECT,pharmaceutical industry
1789,clinical trial,SUBJECT,clinical research
1790,clinical trial,SUBJECT,design of experiments
1791,clinical trial,SUBJECT,epidemiology
1792,clinical trial,SUBJECT,food and drug administration
1793,clinical trial,SUBJECT,medical statistics
1794,clinical study design,CLOSELY_RELATED_TO,aggregate data
1795,clinical study design,SUBJECT,design of experiments
1796,clinical study design,SUBJECT,medical statistics
1797,clinical study design,SUBJECT,scientific method
1798,epidemiology,CLOSELY_RELATED_TO,aggregate data
1799,epidemiology,SUBJECT,demography
1800,epidemiology,SUBJECT,environmental social science
1801,epidemiology,SUBJECT,epidemiology
1802,epidemiology,SUBJECT,health sciences
1803,epidemiology,SUBJECT,public health
1804,medical statistics,CLOSELY_RELATED_TO,aggregate data
1805,medical statistics,SUBJECT,pharmaceutical statistics
1806,medical statistics,SUBJECT,applied statistics
1807,medical statistics,SUBJECT,biostatistics
1808,medical statistics,SUBJECT,medical specialties
1809,medical statistics,SUBJECT,medical statistics
1810,chemometrics,CLOSELY_RELATED_TO,aggregate data
1811,chemometrics,SUBJECT,analytical chemistry
1812,chemometrics,SUBJECT,applied statistics
1813,chemometrics,SUBJECT,cheminformatics
1814,chemometrics,SUBJECT,computational chemistry
1815,methods engineering,CLOSELY_RELATED_TO,aggregate data
1816,methods engineering,SUBJECT,engineering disciplines
1817,methods engineering,SUBJECT,engineering statistics
1818,methods engineering,SUBJECT,industrial engineering
1819,methods engineering,SUBJECT,operations research
1820,probabilistic design,CLOSELY_RELATED_TO,aggregate data
1821,probabilistic design,SUBJECT,design
1822,probabilistic design,SUBJECT,engineering statistics
1823,probabilistic design,SUBJECT,quality
1824,statistical process control,CLOSELY_RELATED_TO,aggregate data
1825,statistical process control,SUBJECT,engineering statistics
1826,statistical process control,SUBJECT,quality control
1827,statistical process control,SUBJECT,process management
1828,quality control,CLOSELY_RELATED_TO,aggregate data
1829,quality control,SUBJECT,design for x
1830,quality control,SUBJECT,engineering statistics
1831,quality control,SUBJECT,management
1832,quality control,SUBJECT,production and manufacturing
1833,quality control,SUBJECT,quality
1834,quality control,SUBJECT,quality control
1835,reliability engineering,CLOSELY_RELATED_TO,aggregate data
1836,reliability engineering,SUBJECT,design for x
1837,reliability engineering,SUBJECT,failure
1838,reliability engineering,SUBJECT,reliability engineering
1839,reliability engineering,SUBJECT,engineering disciplines
1840,reliability engineering,SUBJECT,engineering statistics
1841,reliability engineering,SUBJECT,materials science
1842,reliability engineering,SUBJECT,software quality
1843,reliability engineering,SUBJECT,survival analysis
1844,reliability engineering,SUBJECT,systems engineering
1845,reliability engineering,SUBJECT,reliability analysis
1846,system identification,CLOSELY_RELATED_TO,aggregate data
1847,system identification,SUBJECT,control theory
1848,system identification,SUBJECT,dynamical systems
1849,system identification,SUBJECT,engineering statistics
1850,system identification,SUBJECT,systems engineering
1851,system identification,SUBJECT,systems theory
1852,system identification,SUBJECT,biological models
1853,actuarial science,CLOSELY_RELATED_TO,aggregate data
1854,actuarial science,SUBJECT,actuarial science
1855,actuarial science,SUBJECT,applied statistics
1856,actuarial science,SUBJECT,demography
1857,actuarial science,SUBJECT,formal sciences
1858,actuarial science,SUBJECT,insurance
1859,census,CLOSELY_RELATED_TO,aggregate data
1860,census,SUBJECT,censuses
1861,census,SUBJECT,demography
1862,census,SUBJECT,genealogy
1863,census,SUBJECT,latin words and phrases
1864,census,SUBJECT,population
1865,census,SUBJECT,sampling (statistics)
1866,census,SUBJECT,survey methodology
1867,crime statistics,CLOSELY_RELATED_TO,aggregate data
1868,crime statistics,SUBJECT,crime data
1869,crime statistics,SUBJECT,applied statistics
1870,crime statistics,SUBJECT,law enforcement
1871,demographic statistics,CLOSELY_RELATED_TO,aggregate data
1872,demographic statistics,SUBJECT,applied statistics
1873,demographic statistics,SUBJECT,demography
1874,demographic statistics,SUBJECT,population
1875,econometrics,CLOSELY_RELATED_TO,aggregate data
1876,econometrics,SUBJECT,econometrics
1877,econometrics,SUBJECT,formal sciences
1878,econometrics,SUBJECT,mathematical and quantitative methods (economics)
1879,jurimetrics,CLOSELY_RELATED_TO,aggregate data
1880,jurimetrics,SUBJECT,1949 introductions
1881,jurimetrics,SUBJECT,applied statistics
1882,jurimetrics,SUBJECT,law
1883,jurimetrics,SUBJECT,words coined in the 1940s
1884,national accounts,CLOSELY_RELATED_TO,aggregate data
1885,national accounts,SUBJECT,economic data
1886,national accounts,SUBJECT,national accounts
1887,national accounts,SUBJECT,official statistics
1888,official statistics,CLOSELY_RELATED_TO,aggregate data
1889,official statistics,SUBJECT,applied statistics
1890,official statistics,SUBJECT,demography
1891,official statistics,SUBJECT,marketing
1892,official statistics,SUBJECT,official statistics
1893,official statistics,SUBJECT,political communication
1894,official statistics,SUBJECT,survey methodology
1895,population statistics,CLOSELY_RELATED_TO,aggregate data
1896,population statistics,SUBJECT,population
1897,population statistics,SUBJECT,population statistics
1898,psychometrics,CLOSELY_RELATED_TO,aggregate data
1899,psychometrics,SUBJECT,applied psychology
1900,psychometrics,SUBJECT,branches of psychology
1901,psychometrics,SUBJECT,educational assessment and evaluation
1902,psychometrics,SUBJECT,educational psychology
1903,psychometrics,SUBJECT,educational research
1904,psychometrics,SUBJECT,psychological testing
1905,psychometrics,SUBJECT,psychometrics
1906,cartography,CLOSELY_RELATED_TO,aggregate data
1907,cartography,SUBJECT,cartography
1908,environmental statistics,CLOSELY_RELATED_TO,aggregate data
1909,environmental statistics,SUBJECT,environmental statistics
1910,environmental statistics,SUBJECT,applied statistics
1911,geographic information system,CLOSELY_RELATED_TO,aggregate data
1912,geographic information system,SUBJECT,geographic information systems
1913,geostatistics,CLOSELY_RELATED_TO,aggregate data
1914,geostatistics,SUBJECT,geostatistics
1915,kriging,CLOSELY_RELATED_TO,aggregate data
1916,kriging,SUBJECT,geostatistics
1917,kriging,SUBJECT,multivariate interpolation
1918,kriging,SUBJECT,interpolation
1919,tagged union,SEE_ALSO,union (computer science)
1920,tagged union,SUBJECT,articles with example ada code
1921,tagged union,SUBJECT,articles with example algol 68 code
1922,tagged union,SUBJECT,articles with example c++ code
1923,tagged union,SUBJECT,articles with example c code
1924,tagged union,SUBJECT,articles with example pascal code
1925,tagged union,SUBJECT,data types
1926,tagged union,SUBJECT,type theory
1927,set operations (sql),SEE_ALSO,union (computer science)
1928,variant type,SEE_ALSO,union (computer science)
1929,variant type,SUBJECT,basic programming language family
1930,variant type,SUBJECT,data types
1931,null pointer,CLOSELY_RELATED_TO,tagged union
1932,null pointer,SUBJECT,data types
1933,null pointer,SUBJECT,nothing
1934,discriminator,SEE_ALSO,tagged union
1935,discriminator,SUBJECT,programming language topics
1936,corba,SEE_ALSO,tagged union
1937,corba,SUBJECT,common object request broker architecture
1938,corba,SUBJECT,gnome
1939,corba,SUBJECT,component-based software engineering
1940,corba,SUBJECT,iso standards
1941,corba,SUBJECT,inter-process communication
1942,corba,SUBJECT,object-oriented programming
1943,variant type,SEE_ALSO,tagged union
1944,variant type,SUBJECT,basic programming language family
1945,variant type,SUBJECT,data types
1946,null pointer,CLOSELY_RELATED_TO,variant type
1947,null pointer,SUBJECT,data types
1948,null pointer,SUBJECT,nothing
1949,interface (computer science),CLOSELY_RELATED_TO,variant type
1950,interface (computer science),SUBJECT,interfaces
1951,interface (computer science),SUBJECT,object-oriented programming
1952,interface (computer science),SUBJECT,programming constructs
1953,virtual method table,CLOSELY_RELATED_TO,variant type
1954,virtual method table,SUBJECT,method (computer programming)
1955,virtual method table,SUBJECT,articles with example c++ code
1956,tagged union,SEE_ALSO,variant type
1957,tagged union,SUBJECT,articles with example ada code
1958,tagged union,SUBJECT,articles with example algol 68 code
1959,tagged union,SUBJECT,articles with example c++ code
1960,tagged union,SUBJECT,articles with example c code
1961,tagged union,SUBJECT,articles with example pascal code
1962,tagged union,SUBJECT,data types
1963,tagged union,SUBJECT,type theory
1964,union type,SEE_ALSO,variant type
1965,union type,SUBJECT,composite data types
1966,union type,SUBJECT,c (programming language)
1967,union type,SUBJECT,data types
1968,function object,CLOSELY_RELATED_TO,object (computer science)
1969,function object,SUBJECT,articles with example perl code
1970,function object,SUBJECT,object (computer science)
1971,function object,SUBJECT,articles with example c++ code
1972,function object,SUBJECT,articles with example c code
1973,function object,SUBJECT,articles with example java code
1974,function object,SUBJECT,articles with example python code
1975,function object,SUBJECT,articles with example ruby code
1976,function object,SUBJECT,subroutines
1977,immutable object,CLOSELY_RELATED_TO,object (computer science)
1978,immutable object,SUBJECT,articles with example perl code
1979,immutable object,SUBJECT,object (computer science)
1980,immutable object,SUBJECT,articles with example c++ code
1981,immutable object,SUBJECT,articles with example java code
1982,immutable object,SUBJECT,articles with example python code
1983,immutable object,SUBJECT,functional programming
1984,immutable object,SUBJECT,articles with example racket code
1985,immutable object,SUBJECT,functional data structures
1986,first-class object,CLOSELY_RELATED_TO,object (computer science)
1987,first-class object,SUBJECT,programming language design
1988,first-class object,SUBJECT,object (computer science)
1989,first-class object,SUBJECT,programming constructs
1990,container (data structure),CLOSELY_RELATED_TO,object (computer science)
1991,container (data structure),SUBJECT,abstract data types
1992,container (data structure),SUBJECT,object-oriented programming
1993,factory object,CLOSELY_RELATED_TO,object (computer science)
1994,factory object,SUBJECT,object-oriented programming
1995,metaobject,CLOSELY_RELATED_TO,object (computer science)
1996,metaobject,SUBJECT,object (computer science)
1997,class (computer science),CLOSELY_RELATED_TO,object (computer science)
1998,class (computer science),SUBJECT,class (computer programming)
1999,class (computer science),SUBJECT,object-oriented programming
2000,class (computer science),SUBJECT,programming constructs
2001,class (computer science),SUBJECT,programming language topics
2002,prototype pattern,CLOSELY_RELATED_TO,object (computer science)
2003,prototype pattern,SUBJECT,articles with example java code
2004,prototype pattern,SUBJECT,software design patterns
2005,god object,CLOSELY_RELATED_TO,object (computer science)
2006,god object,SUBJECT,object (computer science)
2007,god object,SUBJECT,anti-patterns
2008,anti-pattern,CLOSELY_RELATED_TO,object (computer science)
2009,anti-pattern,SUBJECT,anti-patterns
2010,anti-pattern,SUBJECT,design
2011,anti-pattern,SUBJECT,software architecture
2012,singleton pattern,CLOSELY_RELATED_TO,object (computer science)
2013,singleton pattern,SUBJECT,software optimization
2014,singleton pattern,SUBJECT,anti-patterns
2015,singleton pattern,SUBJECT,articles with example java code
2016,singleton pattern,SUBJECT,software design patterns
2017,filter object,CLOSELY_RELATED_TO,object (computer science)
2018,filter object,SUBJECT,object (computer science)
2019,protocol stack,CLOSELY_RELATED_TO,object (computer science)
2020,protocol stack,SUBJECT,network protocols
2021,protocol stack,SUBJECT,wikipedia articles with ascii art
2022,replication (computer science),CLOSELY_RELATED_TO,object (computer science)
2023,replication (computer science),SUBJECT,data synchronization
2024,replication (computer science),SUBJECT,fault-tolerant computer systems
2025,replication (computer science),SUBJECT,computing
2026,corba,CLOSELY_RELATED_TO,object (computer science)
2027,corba,SUBJECT,common object request broker architecture
2028,corba,SUBJECT,gnome
2029,corba,SUBJECT,component-based software engineering
2030,corba,SUBJECT,iso standards
2031,corba,SUBJECT,inter-process communication
2032,corba,SUBJECT,object-oriented programming
2033,live distributed object,CLOSELY_RELATED_TO,object (computer science)
2034,live distributed object,SUBJECT,object (computer science)
2035,live distributed object,SUBJECT,distributed computing architecture
2036,live distributed object,SUBJECT,network protocols
2037,live distributed object,CLOSELY_RELATED_TO,object (computer science)
2038,live distributed object,SUBJECT,object (computer science)
2039,live distributed object,SUBJECT,distributed computing architecture
2040,live distributed object,SUBJECT,network protocols
2041,object lifetime,SEE_ALSO,object (computer science)
2042,object lifetime,SUBJECT,object (computer science)
2043,object copy,SEE_ALSO,object (computer science)
2044,object copy,SUBJECT,object (computer science)
2045,design pattern (computer science),SEE_ALSO,object (computer science)
2046,design pattern (computer science),SUBJECT,software development
2047,design pattern (computer science),SUBJECT,software design patterns
2048,business object (computer science),SEE_ALSO,object (computer science)
2049,business object (computer science),SUBJECT,programming constructs
2050,actor model,SEE_ALSO,object (computer science)
2051,actor model,SUBJECT,actor model (computer science)
2052,actor model,SUBJECT,concurrent computing
2053,property (programming),SEE_ALSO,method (computer programming)
2054,property (programming),SUBJECT,object-oriented programming
2055,remote method invocation,SEE_ALSO,method (computer programming)
2056,remote method invocation,SUBJECT,inter-process communication
2057,subroutine,SEE_ALSO,method (computer programming)
2058,subroutine,SUBJECT,articles with example c code
2059,subroutine,SUBJECT,holism
2060,subroutine,SUBJECT,programming constructs
2061,subroutine,SUBJECT,source code
2062,subroutine,SUBJECT,university of cambridge computer laboratory
2063,subroutine,SUBJECT,subroutines
2064,variable (computer science),CLOSELY_RELATED_TO,object-oriented programming
2065,variable (computer science),SUBJECT,programming language concepts
2066,variable (computer science),SUBJECT,data types
2067,variable (computer science),SUBJECT,type theory
2068,variable (computer science),SUBJECT,variable (computer science)
2069,data type,CLOSELY_RELATED_TO,object-oriented programming
2070,data type,SUBJECT,programming language concepts
2071,data type,SUBJECT,data types
2072,integer (computer science),CLOSELY_RELATED_TO,object-oriented programming
2073,integer (computer science),SUBJECT,computer arithmetic
2074,integer (computer science),SUBJECT,data types
2075,integer (computer science),SUBJECT,primitive types
2076,character (computing),CLOSELY_RELATED_TO,object-oriented programming
2077,character (computing),SUBJECT,character encoding
2078,character (computing),SUBJECT,data types
2079,character (computing),SUBJECT,digital typography
2080,character (computing),SUBJECT,primitive types
2081,data structures,CLOSELY_RELATED_TO,object-oriented programming
2082,data structures,SUBJECT,data structures
2083,string (computer science),CLOSELY_RELATED_TO,object-oriented programming
2084,string (computer science),SUBJECT,algorithms on strings
2085,string (computer science),SUBJECT,character encoding
2086,string (computer science),SUBJECT,combinatorics on words
2087,string (computer science),SUBJECT,data types
2088,string (computer science),SUBJECT,formal languages
2089,string (computer science),SUBJECT,primitive types
2090,string (computer science),SUBJECT,string (computer science)
2091,string (computer science),SUBJECT,syntactic entities
2092,hash table,CLOSELY_RELATED_TO,object-oriented programming
2093,hash table,SUBJECT,arrays
2094,hash table,SUBJECT,articles with example c code
2095,hash table,SUBJECT,hashing
2096,hash table,SUBJECT,search algorithms
2097,pointer (computer programming),CLOSELY_RELATED_TO,object-oriented programming
2098,pointer (computer programming),SUBJECT,american inventions
2099,pointer (computer programming),SUBJECT,articles with example c code
2100,pointer (computer programming),SUBJECT,data types
2101,pointer (computer programming),SUBJECT,primitive types
2102,subroutine,CLOSELY_RELATED_TO,object-oriented programming
2103,subroutine,SUBJECT,articles with example c code
2104,subroutine,SUBJECT,holism
2105,subroutine,SUBJECT,programming constructs
2106,subroutine,SUBJECT,source code
2107,subroutine,SUBJECT,university of cambridge computer laboratory
2108,subroutine,SUBJECT,subroutines
2109,structured programming,CLOSELY_RELATED_TO,object-oriented programming
2110,structured programming,SUBJECT,edsger w. dijkstra
2111,structured programming,SUBJECT,holism
2112,structured programming,SUBJECT,programming paradigms
2113,loop (computing),CLOSELY_RELATED_TO,object-oriented programming
2114,loop (computing),SUBJECT,articles with example ada code
2115,loop (computing),SUBJECT,control flow
2116,conditional (computer programming),CLOSELY_RELATED_TO,object-oriented programming
2117,conditional (computer programming),SUBJECT,conditional constructs
2118,conditional (computer programming),SUBJECT,articles with example c code
2119,conditional (computer programming),SUBJECT,articles with example haskell code
2120,conditional (computer programming),SUBJECT,articles with example pascal code
2121,conditional (computer programming),SUBJECT,articles with example pseudocode
2122,class (computer science),CLOSELY_RELATED_TO,object-oriented programming
2123,class (computer science),SUBJECT,class (computer programming)
2124,class (computer science),SUBJECT,object-oriented programming
2125,class (computer science),SUBJECT,programming constructs
2126,class (computer science),SUBJECT,programming language topics
2127,object (computer science),CLOSELY_RELATED_TO,object-oriented programming
2128,object (computer science),SUBJECT,object (computer science)
2129,object (computer science),SUBJECT,composite data types
2130,object (computer science),SUBJECT,data types
2131,object (computer science),SUBJECT,object-oriented programming
2132,class variable,CLOSELY_RELATED_TO,object-oriented programming
2133,class variable,SUBJECT,object-oriented programming
2134,class variable,SUBJECT,variable (computer science)
2135,instance variable,CLOSELY_RELATED_TO,object-oriented programming
2136,instance variable,SUBJECT,object-oriented programming
2137,instance variable,SUBJECT,variable (computer science)
2138,member variable,CLOSELY_RELATED_TO,object-oriented programming
2139,member variable,SUBJECT,object-oriented programming
2140,member variable,SUBJECT,variable (computer science)
2141,ruby (programming language),CLOSELY_RELATED_TO,object-oriented programming
2142,ruby (programming language),SUBJECT,articles with example ruby code
2143,ruby (programming language),SUBJECT,class-based programming languages
2144,ruby (programming language),SUBJECT,dynamically typed programming languages
2145,ruby (programming language),SUBJECT,free software programmed in c
2146,ruby (programming language),SUBJECT,iso standards
2147,ruby (programming language),SUBJECT,object-oriented programming languages
2148,ruby (programming language),SUBJECT,programming languages created in 1995
2149,ruby (programming language),SUBJECT,ruby (programming language)
2150,ruby (programming language),SUBJECT,scripting languages
2151,ruby (programming language),SUBJECT,software using the bsd license
2152,ruby (programming language),SUBJECT,text-oriented programming languages
2153,scala (programming language),CLOSELY_RELATED_TO,object-oriented programming
2154,scala (programming language),SUBJECT,java programming language family
2155,scala (programming language),SUBJECT,2003 introductions
2156,scala (programming language),SUBJECT,articles with example code
2157,scala (programming language),SUBJECT,concurrent programming languages
2158,scala (programming language),SUBJECT,functional languages
2159,scala (programming language),SUBJECT,jvm programming languages
2160,scala (programming language),SUBJECT,object-oriented programming languages
2161,scala (programming language),SUBJECT,pattern matching programming languages
2162,scala (programming language),SUBJECT,scripting languages
2163,scala (programming language),SUBJECT,software using the bsd license
2164,scala (programming language),SUBJECT,statically typed programming languages
2165,scala (programming language),SUBJECT,scala (programming language)
2166,scala (programming language),SUBJECT,programming languages created in 2003
2167,scala (programming language),SUBJECT,free software programmed in scala
2168,smalltalk,CLOSELY_RELATED_TO,object-oriented programming
2169,smalltalk,SUBJECT,class-based programming languages
2170,smalltalk,SUBJECT,dynamically typed programming languages
2171,smalltalk,SUBJECT,free educational software
2172,smalltalk,SUBJECT,object-oriented programming languages
2173,smalltalk,SUBJECT,programming languages created by women
2174,smalltalk,SUBJECT,programming languages created in 1972
2175,smalltalk,SUBJECT,smalltalk programming language family
2176,eiffel (programming language),CLOSELY_RELATED_TO,object-oriented programming
2177,eiffel (programming language),SUBJECT,class-based programming languages
2178,eiffel (programming language),SUBJECT,formal specification languages
2179,eiffel (programming language),SUBJECT,high integrity programming language
2180,eiffel (programming language),SUBJECT,object-oriented programming
2181,eiffel (programming language),SUBJECT,object-oriented programming languages
2182,eiffel (programming language),SUBJECT,programming languages created in the 1980s
2183,emerald (programming language),CLOSELY_RELATED_TO,object-oriented programming
2184,emerald (programming language),SUBJECT,object-oriented programming languages
2185,jade (programming language),CLOSELY_RELATED_TO,object-oriented programming
2186,self (programming language),CLOSELY_RELATED_TO,object-oriented programming
2187,self (programming language),SUBJECT,dynamically typed programming languages
2188,self (programming language),SUBJECT,object-oriented programming languages
2189,self (programming language),SUBJECT,prototype-based programming languages
2190,raku (programming language),CLOSELY_RELATED_TO,object-oriented programming
2191,java (programming language),CLOSELY_RELATED_TO,object-oriented programming
2192,java (programming language),SUBJECT,articles with example java code
2193,java (programming language),SUBJECT,c programming language family
2194,java (programming language),SUBJECT,class-based programming languages
2195,java (programming language),SUBJECT,computer-related introductions in 1995
2196,java (programming language),SUBJECT,concurrent programming languages
2197,java (programming language),SUBJECT,cross-platform software
2198,java (programming language),SUBJECT,jvm programming languages
2199,java (programming language),SUBJECT,java (programming language)
2200,java (programming language),SUBJECT,java platform
2201,java (programming language),SUBJECT,java specification requests
2202,java (programming language),SUBJECT,object-oriented programming languages
2203,java (programming language),SUBJECT,programming languages
2204,java (programming language),SUBJECT,programming languages created in 1995
2205,java (programming language),SUBJECT,statically typed programming languages
2206,java (programming language),SUBJECT,sun microsystems
2207,python (programming language),CLOSELY_RELATED_TO,object-oriented programming
2208,python (programming language),SUBJECT,class-based programming languages
2209,python (programming language),SUBJECT,cross-platform free software
2210,python (programming language),SUBJECT,dutch inventions
2211,python (programming language),SUBJECT,dynamically typed programming languages
2212,python (programming language),SUBJECT,educational programming languages
2213,python (programming language),SUBJECT,high-level programming languages
2214,python (programming language),SUBJECT,object-oriented programming languages
2215,python (programming language),SUBJECT,programming languages created in 1991
2216,python (programming language),SUBJECT,python (programming language)
2217,python (programming language),SUBJECT,scripting languages
2218,python (programming language),SUBJECT,text-oriented programming languages
2219,c++,CLOSELY_RELATED_TO,object-oriented programming
2220,c sharp (programming language),CLOSELY_RELATED_TO,object-oriented programming
2221,object pascal,CLOSELY_RELATED_TO,object-oriented programming
2222,vb.net,CLOSELY_RELATED_TO,object-oriented programming
2223,procedural programming,CLOSELY_RELATED_TO,object-oriented programming
2224,procedural programming,SUBJECT,programming paradigms
2225,php,CLOSELY_RELATED_TO,object-oriented programming
2226,php,SUBJECT,articles with example code
2227,php,SUBJECT,class-based programming languages
2228,php,SUBJECT,cross-platform software
2229,php,SUBJECT,dynamically typed programming languages
2230,php,SUBJECT,filename extensions
2231,php,SUBJECT,free compilers and interpreters
2232,php,SUBJECT,high-level programming languages
2233,php,SUBJECT,internet terminology
2234,php,SUBJECT,object-oriented programming languages
2235,php,SUBJECT,php
2236,php,SUBJECT,php software
2237,php,SUBJECT,procedural programming languages
2238,php,SUBJECT,programming languages created in 1995
2239,php,SUBJECT,scripting languages
2240,php,SUBJECT,software using the php license
2241,php,SUBJECT,text-oriented programming languages
2242,perl,CLOSELY_RELATED_TO,object-oriented programming
2243,perl,SUBJECT,american inventions
2244,perl,SUBJECT,articles with example code
2245,perl,SUBJECT,c programming language family
2246,perl,SUBJECT,cross-platform software
2247,perl,SUBJECT,dynamic programming languages
2248,perl,SUBJECT,dynamically typed programming languages
2249,perl,SUBJECT,free compilers and interpreters
2250,perl,SUBJECT,free software programmed in c
2251,perl,SUBJECT,high-level programming languages
2252,perl,SUBJECT,object-oriented programming languages
2253,perl,SUBJECT,perl
2254,perl,SUBJECT,procedural programming languages
2255,perl,SUBJECT,programming languages created in 1987
2256,perl,SUBJECT,scripting languages
2257,perl,SUBJECT,software using the artistic license
2258,perl,SUBJECT,text-oriented programming languages
2259,perl,SUBJECT,unix programming tools
2260,visual basic,CLOSELY_RELATED_TO,object-oriented programming
2261,visual basic,SUBJECT,microsoft visual studio
2262,visual basic,SUBJECT,microsoft development tools
2263,visual basic,SUBJECT,articles with example basic code
2264,visual basic,SUBJECT,basic compilers
2265,visual basic,SUBJECT,basic interpreters
2266,visual basic,SUBJECT,integrated development environments
2267,visual basic,SUBJECT,object-based programming languages
2268,visual basic,SUBJECT,object-oriented programming languages
2269,visual basic,SUBJECT,procedural programming languages
2270,visual basic,SUBJECT,programming languages
2271,visual basic,SUBJECT,programming languages created in 1991
2272,visual basic,SUBJECT,microsoft basic
2273,matlab,CLOSELY_RELATED_TO,object-oriented programming
2274,matlab,SUBJECT,array programming languages
2275,matlab,SUBJECT,articles with example matlab/octave code
2276,matlab,SUBJECT,c software
2277,matlab,SUBJECT,computer algebra system software for linux
2278,matlab,SUBJECT,computer algebra system software for os x
2279,matlab,SUBJECT,computer algebra system software for windows
2280,matlab,SUBJECT,computer algebra systems
2281,matlab,SUBJECT,computer vision software
2282,matlab,SUBJECT,cross-platform software
2283,matlab,SUBJECT,data-centric programming languages
2284,matlab,SUBJECT,data analysis software
2285,matlab,SUBJECT,data mining and machine learning software
2286,matlab,SUBJECT,data visualization software
2287,matlab,SUBJECT,dynamically typed programming languages
2288,matlab,SUBJECT,econometrics software
2289,matlab,SUBJECT,high-level programming languages
2290,matlab,SUBJECT,irix software
2291,matlab,SUBJECT,linear algebra
2292,matlab,SUBJECT,mathematical optimization software
2293,matlab,SUBJECT,mathematical software
2294,matlab,SUBJECT,numerical analysis software for linux
2295,matlab,SUBJECT,numerical analysis software for os x
