,Node1,Relation,Node2
0,array data structure,CLOSELY_RELATED_TO,data structures
1,array data structure,SUBJECT,arrays
2,linked list,CLOSELY_RELATED_TO,data structures
3,linked list,SUBJECT,articles with example c code
4,linked list,SUBJECT,linked lists
5,random access,CLOSELY_RELATED_TO,data structures
6,random access,SUBJECT,computer memory
7,record (computer science),CLOSELY_RELATED_TO,data structures
8,record (computer science),SUBJECT,composite data types
9,record (computer science),SUBJECT,data types
10,aggregate data,CLOSELY_RELATED_TO,data structures
11,aggregate data,SUBJECT,statistical data types
12,union (computer science),CLOSELY_RELATED_TO,data structures
13,union (computer science),SUBJECT,composite data types
14,union (computer science),SUBJECT,c (programming language)
15,union (computer science),SUBJECT,data types
16,record (computer science),CLOSELY_RELATED_TO,data structures
17,record (computer science),SUBJECT,composite data types
18,record (computer science),SUBJECT,data types
19,tagged union,CLOSELY_RELATED_TO,data structures
20,tagged union,SUBJECT,articles with example ada code
21,tagged union,SUBJECT,articles with example algol 68 code
22,tagged union,SUBJECT,articles with example c++ code
23,tagged union,SUBJECT,articles with example c code
24,tagged union,SUBJECT,articles with example pascal code
25,tagged union,SUBJECT,data types
26,tagged union,SUBJECT,type theory
27,variant type,CLOSELY_RELATED_TO,data structures
28,variant type,SUBJECT,basic programming language family
29,variant type,SUBJECT,data types
30,object (computer science),CLOSELY_RELATED_TO,data structures
31,object (computer science),SUBJECT,object (computer science)
32,object (computer science),SUBJECT,composite data types
33,object (computer science),SUBJECT,data types
34,object (computer science),SUBJECT,object-oriented programming
35,method (computer programming),CLOSELY_RELATED_TO,data structures
36,method (computer programming),SUBJECT,method (computer programming)
37,method (computer programming),SUBJECT,articles with example c++ code
38,object-oriented programming,CLOSELY_RELATED_TO,data structures
39,object-oriented programming,SUBJECT,norwegian inventions
40,object-oriented programming,SUBJECT,object-oriented programming
41,object-oriented programming,SUBJECT,programming paradigms
42,plain old data structure,CLOSELY_RELATED_TO,data structures
43,plain old data structure,SUBJECT,composite data types
44,plain old data structure,SUBJECT,c++
45,abstract data type,SEE_ALSO,data structures
46,abstract data type,SUBJECT,abstract data types
47,abstract data type,SUBJECT,data types
48,abstract data type,SUBJECT,type theory
49,concurrent data structure,SEE_ALSO,data structures
50,concurrent data structure,SUBJECT,distributed data structures
51,data model,SEE_ALSO,data structures
52,data model,SUBJECT,data modeling
53,dynamization,SEE_ALSO,data structures
54,dynamization,SUBJECT,data structures
55,linked data structure,SEE_ALSO,data structures
56,linked data structure,SUBJECT,trees (data structures)
57,linked data structure,SUBJECT,abstract data types
58,linked data structure,SUBJECT,linked lists
59,persistent data structure,SEE_ALSO,data structures
60,persistent data structure,SUBJECT,data structures
61,persistent data structure,SUBJECT,persistence
62,persistent data structure,SUBJECT,functional data structures
63,plain old data structure,SEE_ALSO,data structures
64,plain old data structure,SUBJECT,composite data types
65,plain old data structure,SUBJECT,c++
66,succinct data structure,SEE_ALSO,data structures
67,succinct data structure,SUBJECT,succinct data structure
68,row- and column-major order,CLOSELY_RELATED_TO,array data structure
69,dynamic array,CLOSELY_RELATED_TO,array data structure
70,dynamic array,SUBJECT,arrays
71,dynamic array,SUBJECT,articles with example pseudocode
72,array data structure,CLOSELY_RELATED_TO,linked list
73,array data structure,SUBJECT,arrays
74,pointer (computer science),CLOSELY_RELATED_TO,linked list
75,pointer (computer science),SUBJECT,american inventions
76,pointer (computer science),SUBJECT,articles with example c code
77,pointer (computer science),SUBJECT,data types
78,pointer (computer science),SUBJECT,primitive types
79,sequential access,CLOSELY_RELATED_TO,linked list
80,sequential access,SUBJECT,computer memory
81,cpu cache,CLOSELY_RELATED_TO,linked list
82,cpu cache,SUBJECT,cache (computing)
83,cpu cache,SUBJECT,central processing unit
84,cpu cache,SUBJECT,computer memory
85,back-pointer,CLOSELY_RELATED_TO,linked list
86,doubly linked list,CLOSELY_RELATED_TO,linked list
87,doubly linked list,SUBJECT,linked lists
88,sentinel node,CLOSELY_RELATED_TO,linked list
89,sentinel node,SUBJECT,trees (data structures)
90,sentinel node,SUBJECT,linked lists
91,serialization,CLOSELY_RELATED_TO,linked list
92,serialization,SUBJECT,articles with example code
93,serialization,SUBJECT,data serialization formats
94,serialization,SUBJECT,persistence
95,locality of reference,CLOSELY_RELATED_TO,linked list
96,locality of reference,SUBJECT,software optimization
97,locality of reference,SUBJECT,cache (computing)
98,locality of reference,SUBJECT,computer memory
99,dynamic memory allocation,CLOSELY_RELATED_TO,linked list
100,dynamic memory allocation,SUBJECT,computer architecture
101,dynamic memory allocation,SUBJECT,memory management
102,big-o notation,CLOSELY_RELATED_TO,linked list
103,amortized analysis,CLOSELY_RELATED_TO,linked list
104,amortized analysis,SUBJECT,analysis of algorithms
105,amortized analysis,SUBJECT,articles with example ruby code
106,national institute of standards and technology,CLOSELY_RELATED_TO,linked list
107,national institute of standards and technology,SUBJECT,1901 establishments in the united states
108,national institute of standards and technology,SUBJECT,"buildings and structures in gaithersburg, maryland"
109,national institute of standards and technology,SUBJECT,cryptography organizations
110,national institute of standards and technology,SUBJECT,government agencies established in 1901
111,national institute of standards and technology,SUBJECT,national institute of standards and technology
112,national institute of standards and technology,SUBJECT,standards organizations
113,national institute of standards and technology,SUBJECT,united states department of commerce agencies
114,isbn (identifier),CLOSELY_RELATED_TO,linked list
115,isbn (identifier),CLOSELY_RELATED_TO,linked list
116,thomas h. cormen,CLOSELY_RELATED_TO,linked list
117,charles e. leiserson,CLOSELY_RELATED_TO,linked list
118,ronald l. rivest,CLOSELY_RELATED_TO,linked list
119,clifford stein,CLOSELY_RELATED_TO,linked list
120,introduction to algorithms,CLOSELY_RELATED_TO,linked list
121,introduction to algorithms,SUBJECT,computer science books
122,introduction to algorithms,SUBJECT,mit press books
123,introduction to algorithms,SUBJECT,1990 books
124,isbn (identifier),CLOSELY_RELATED_TO,linked list
125,thomas h. cormen,CLOSELY_RELATED_TO,linked list
126,charles e. leiserson,CLOSELY_RELATED_TO,linked list
127,ronald l. rivest,CLOSELY_RELATED_TO,linked list
128,clifford stein,CLOSELY_RELATED_TO,linked list
129,introduction to algorithms,CLOSELY_RELATED_TO,linked list
130,introduction to algorithms,SUBJECT,computer science books
131,introduction to algorithms,SUBJECT,mit press books
132,introduction to algorithms,SUBJECT,1990 books
133,isbn (identifier),CLOSELY_RELATED_TO,linked list
134,doi (identifier),CLOSELY_RELATED_TO,linked list
135,john mccarthy (computer scientist),CLOSELY_RELATED_TO,linked list
136,communications of the acm,CLOSELY_RELATED_TO,linked list
137,communications of the acm,SUBJECT,american computer magazines
138,communications of the acm,SUBJECT,american monthly magazines
139,communications of the acm,SUBJECT,computer science journals
140,communications of the acm,SUBJECT,english-language magazines
141,communications of the acm,SUBJECT,magazines published in new york city
142,communications of the acm,SUBJECT,association for computing machinery publications
143,communications of the acm,SUBJECT,magazines established in 1957
144,doi (identifier),CLOSELY_RELATED_TO,linked list
145,donald knuth,CLOSELY_RELATED_TO,linked list
146,donald knuth,SUBJECT,1938 births
147,donald knuth,SUBJECT,20th-century american mathematicians
148,donald knuth,SUBJECT,20th-century american scientists
149,donald knuth,SUBJECT,21st-century american mathematicians
150,donald knuth,SUBJECT,21st-century american scientists
151,donald knuth,SUBJECT,american lutherans
152,donald knuth,SUBJECT,american academics
153,donald knuth,SUBJECT,american computer programmers
154,donald knuth,SUBJECT,american computer scientists
155,donald knuth,SUBJECT,american people of german descent
156,donald knuth,SUBJECT,american technology writers
157,donald knuth,SUBJECT,american typographers
158,donald knuth,SUBJECT,california institute of technology alumni
159,donald knuth,SUBJECT,case western reserve university alumni
160,donald knuth,SUBJECT,combinatorialists
161,donald knuth,SUBJECT,donald knuth
162,donald knuth,SUBJECT,fellows of the american mathematical society
163,donald knuth,SUBJECT,fellows of the association for computing machinery
164,donald knuth,SUBJECT,fellows of the british computer society
165,donald knuth,SUBJECT,fellows of the society for industrial and applied mathematics
166,donald knuth,SUBJECT,foreign members of the royal society
167,donald knuth,SUBJECT,foreign members of the russian academy of sciences
168,donald knuth,SUBJECT,free software programmers
169,donald knuth,SUBJECT,grace murray hopper award laureates
170,donald knuth,SUBJECT,guggenheim fellows
171,donald knuth,SUBJECT,living people
172,donald knuth,SUBJECT,mathematics popularizers
173,donald knuth,SUBJECT,"members of the department of computer science, university of oxford"
174,donald knuth,SUBJECT,members of the french academy of sciences
175,donald knuth,SUBJECT,members of the norwegian academy of science and letters
176,donald knuth,SUBJECT,members of the united states national academy of engineering
177,donald knuth,SUBJECT,members of the united states national academy of sciences
178,donald knuth,SUBJECT,national medal of science laureates
179,donald knuth,SUBJECT,people from milwaukee
180,donald knuth,SUBJECT,programming language designers
181,donald knuth,SUBJECT,scientists from california
182,donald knuth,SUBJECT,stanford university department of computer science faculty
183,donald knuth,SUBJECT,stanford university school of engineering faculty
184,donald knuth,SUBJECT,tau beta pi
185,donald knuth,SUBJECT,theta chi
186,donald knuth,SUBJECT,turing award laureates
187,donald knuth,SUBJECT,writers from california
188,donald knuth,SUBJECT,"writers from palo alto, california"
189,isbn (identifier),CLOSELY_RELATED_TO,linked list
190,allen newell,CLOSELY_RELATED_TO,linked list
191,robert sedgewick (computer scientist),CLOSELY_RELATED_TO,linked list
192,isbn (identifier),CLOSELY_RELATED_TO,linked list
193,isbn (identifier),CLOSELY_RELATED_TO,linked list
194,maurice vincent wilkes,CLOSELY_RELATED_TO,linked list
195,doi (identifier),CLOSELY_RELATED_TO,linked list
196,maurice vincent wilkes,CLOSELY_RELATED_TO,linked list
197,dictionary of algorithms and data structures,CLOSELY_RELATED_TO,linked list
198,dictionary of algorithms and data structures,SUBJECT,algorithms and data structures
199,dictionary of algorithms and data structures,SUBJECT,online dictionaries
200,dictionary of algorithms and data structures,SUBJECT,computer science websites
201,dictionary of algorithms and data structures,SUBJECT,government-owned websites
202,pat morin,CLOSELY_RELATED_TO,linked list
203,collection (abstract data type),CLOSELY_RELATED_TO,linked list
204,collection (abstract data type),SUBJECT,abstract data types
205,container (abstract data type),CLOSELY_RELATED_TO,linked list
206,container (abstract data type),SUBJECT,abstract data types
207,container (abstract data type),SUBJECT,object-oriented programming
208,associative array,CLOSELY_RELATED_TO,linked list
209,associative array,SUBJECT,associative arrays
210,associative array,SUBJECT,composite data types
211,associative array,SUBJECT,abstract data types
212,associative array,SUBJECT,data types
213,multimap,CLOSELY_RELATED_TO,linked list
214,multimap,SUBJECT,associative arrays
215,multimap,SUBJECT,abstract data types
216,multimap,CLOSELY_RELATED_TO,linked list
217,multimap,SUBJECT,associative arrays
218,multimap,SUBJECT,abstract data types
219,stack (abstract data type),CLOSELY_RELATED_TO,linked list
220,stack (abstract data type),SUBJECT,abstract data types
221,stack (abstract data type),SUBJECT,articles with example pseudocode
222,queue (abstract data type),CLOSELY_RELATED_TO,linked list
223,queue (abstract data type),SUBJECT,abstract data types
224,queue (abstract data type),SUBJECT,articles with example c++ code
225,double-ended queue,CLOSELY_RELATED_TO,linked list
226,double-ended queue,SUBJECT,abstract data types
227,double-ended queue,CLOSELY_RELATED_TO,linked list
228,double-ended queue,SUBJECT,abstract data types
229,priority queue,CLOSELY_RELATED_TO,linked list
230,priority queue,SUBJECT,abstract data types
231,priority queue,SUBJECT,priority queues
232,double-ended priority queue,CLOSELY_RELATED_TO,linked list
233,double-ended priority queue,CLOSELY_RELATED_TO,linked list
234,set (abstract data type),CLOSELY_RELATED_TO,linked list
235,set (abstract data type),SUBJECT,composite data types
236,set (abstract data type),SUBJECT,abstract data types
237,set (abstract data type),SUBJECT,data types
238,set (abstract data type),CLOSELY_RELATED_TO,linked list
239,set (abstract data type),SUBJECT,composite data types
240,set (abstract data type),SUBJECT,abstract data types
241,set (abstract data type),SUBJECT,data types
242,disjoint-set data structure,CLOSELY_RELATED_TO,linked list
243,disjoint-set data structure,SUBJECT,data structures
244,disjoint-set data structure,SUBJECT,search algorithms
245,set (abstract data type),CLOSELY_RELATED_TO,linked list
246,set (abstract data type),SUBJECT,composite data types
247,set (abstract data type),SUBJECT,abstract data types
248,set (abstract data type),SUBJECT,data types
249,disjoint-set data structure,CLOSELY_RELATED_TO,linked list
250,disjoint-set data structure,SUBJECT,data structures
251,disjoint-set data structure,SUBJECT,search algorithms
252,multimap,CLOSELY_RELATED_TO,linked list
253,multimap,SUBJECT,associative arrays
254,multimap,SUBJECT,abstract data types
255,double-ended queue,CLOSELY_RELATED_TO,linked list
256,double-ended queue,SUBJECT,abstract data types
257,double-ended priority queue,CLOSELY_RELATED_TO,linked list
258,set (abstract data type),CLOSELY_RELATED_TO,linked list
259,set (abstract data type),SUBJECT,composite data types
260,set (abstract data type),SUBJECT,abstract data types
261,set (abstract data type),SUBJECT,data types
262,disjoint-set data structure,CLOSELY_RELATED_TO,linked list
263,disjoint-set data structure,SUBJECT,data structures
264,disjoint-set data structure,SUBJECT,search algorithms
265,bit array,CLOSELY_RELATED_TO,linked list
266,bit array,SUBJECT,arrays
267,bit array,SUBJECT,bit data structures
268,circular buffer,CLOSELY_RELATED_TO,linked list
269,circular buffer,SUBJECT,arrays
270,circular buffer,SUBJECT,computer memory
271,dynamic array,CLOSELY_RELATED_TO,linked list
272,dynamic array,SUBJECT,arrays
273,dynamic array,SUBJECT,articles with example pseudocode
274,hash table,CLOSELY_RELATED_TO,linked list
275,hash table,SUBJECT,arrays
276,hash table,SUBJECT,articles with example c code
277,hash table,SUBJECT,hashing
278,hash table,SUBJECT,search algorithms
279,hashed array tree,CLOSELY_RELATED_TO,linked list
280,hashed array tree,SUBJECT,arrays
281,sparse matrix,CLOSELY_RELATED_TO,linked list
282,sparse matrix,SUBJECT,sparse matrices
283,association list,CLOSELY_RELATED_TO,linked list
284,association list,SUBJECT,associative arrays
285,association list,SUBJECT,linked lists
286,skip list,CLOSELY_RELATED_TO,linked list
287,skip list,SUBJECT,1989 introductions
288,skip list,SUBJECT,linked lists
289,skip list,SUBJECT,probabilistic data structures
290,unrolled linked list,CLOSELY_RELATED_TO,linked list
291,unrolled linked list,SUBJECT,linked lists
292,xor linked list,CLOSELY_RELATED_TO,linked list
293,xor linked list,SUBJECT,binary arithmetic
294,xor linked list,SUBJECT,linked lists
295,b-tree,CLOSELY_RELATED_TO,linked list
296,b-tree,SUBJECT,forest ecology
297,b-tree,SUBJECT,plant life-form
298,b-tree,SUBJECT,plants by habit
299,b-tree,SUBJECT,plant morphology
300,b-tree,SUBJECT,plants
301,b-tree,SUBJECT,trees
302,binary search tree,CLOSELY_RELATED_TO,linked list
303,binary search tree,SUBJECT,articles with example c++ code
304,binary search tree,SUBJECT,articles with example python code
305,binary search tree,SUBJECT,binary trees
306,binary search tree,SUBJECT,data types
307,binary search tree,SUBJECT,search trees
308,aa tree,CLOSELY_RELATED_TO,linked list
309,aa tree,SUBJECT,search trees
310,avl tree,CLOSELY_RELATED_TO,linked list
311,avl tree,SUBJECT,1962 in computer science
312,avl tree,SUBJECT,binary trees
313,avl tree,SUBJECT,search trees
314,avl tree,SUBJECT,soviet inventions
315,red–black tree,CLOSELY_RELATED_TO,linked list
316,red–black tree,SUBJECT,1972 in computer science
317,red–black tree,SUBJECT,articles containing proofs
318,red–black tree,SUBJECT,articles with example c code
319,red–black tree,SUBJECT,binary trees
320,red–black tree,SUBJECT,search trees
321,self-balancing binary search tree,CLOSELY_RELATED_TO,linked list
322,splay tree,CLOSELY_RELATED_TO,linked list
323,splay tree,SUBJECT,binary trees
324,splay tree,SUBJECT,search trees
325,aa tree,CLOSELY_RELATED_TO,linked list
326,aa tree,SUBJECT,search trees
327,avl tree,CLOSELY_RELATED_TO,linked list
328,avl tree,SUBJECT,1962 in computer science
329,avl tree,SUBJECT,binary trees
330,avl tree,SUBJECT,search trees
331,avl tree,SUBJECT,soviet inventions
332,red–black tree,CLOSELY_RELATED_TO,linked list
333,red–black tree,SUBJECT,1972 in computer science
334,red–black tree,SUBJECT,articles containing proofs
335,red–black tree,SUBJECT,articles with example c code
336,red–black tree,SUBJECT,binary trees
337,red–black tree,SUBJECT,search trees
338,self-balancing binary search tree,CLOSELY_RELATED_TO,linked list
339,splay tree,CLOSELY_RELATED_TO,linked list
340,splay tree,SUBJECT,binary trees
341,splay tree,SUBJECT,search trees
342,heap (data structure),CLOSELY_RELATED_TO,linked list
343,heap (data structure),SUBJECT,heaps (data structures)
344,binary heap,CLOSELY_RELATED_TO,linked list
345,binary heap,SUBJECT,binary trees
346,binary heap,SUBJECT,heaps (data structures)
347,binomial heap,CLOSELY_RELATED_TO,linked list
348,binomial heap,SUBJECT,heaps (data structures)
349,fibonacci heap,CLOSELY_RELATED_TO,linked list
350,fibonacci heap,SUBJECT,fibonacci numbers
351,fibonacci heap,SUBJECT,heaps (data structures)
352,binary heap,CLOSELY_RELATED_TO,linked list
353,binary heap,SUBJECT,binary trees
354,binary heap,SUBJECT,heaps (data structures)
355,binomial heap,CLOSELY_RELATED_TO,linked list
356,binomial heap,SUBJECT,heaps (data structures)
357,fibonacci heap,CLOSELY_RELATED_TO,linked list
358,fibonacci heap,SUBJECT,fibonacci numbers
359,fibonacci heap,SUBJECT,heaps (data structures)
360,r-tree,CLOSELY_RELATED_TO,linked list
361,r-tree,SUBJECT,forest ecology
362,r-tree,SUBJECT,plant life-form
363,r-tree,SUBJECT,plants by habit
364,r-tree,SUBJECT,plant morphology
365,r-tree,SUBJECT,plants
366,r-tree,SUBJECT,trees
367,r* tree,CLOSELY_RELATED_TO,linked list
368,r* tree,SUBJECT,forest ecology
369,r* tree,SUBJECT,plant life-form
370,r* tree,SUBJECT,plants by habit
371,r* tree,SUBJECT,plant morphology
372,r* tree,SUBJECT,plants
373,r* tree,SUBJECT,trees
374,r+ tree,CLOSELY_RELATED_TO,linked list
375,r+ tree,SUBJECT,forest ecology
376,r+ tree,SUBJECT,plant life-form
377,r+ tree,SUBJECT,plants by habit
378,r+ tree,SUBJECT,plant morphology
379,r+ tree,SUBJECT,plants
380,r+ tree,SUBJECT,trees
381,hilbert r-tree,CLOSELY_RELATED_TO,linked list
382,r* tree,CLOSELY_RELATED_TO,linked list
383,r* tree,SUBJECT,forest ecology
384,r* tree,SUBJECT,plant life-form
385,r* tree,SUBJECT,plants by habit
386,r* tree,SUBJECT,plant morphology
387,r* tree,SUBJECT,plants
388,r* tree,SUBJECT,trees
389,r+ tree,CLOSELY_RELATED_TO,linked list
390,r+ tree,SUBJECT,forest ecology
391,r+ tree,SUBJECT,plant life-form
392,r+ tree,SUBJECT,plants by habit
393,r+ tree,SUBJECT,plant morphology
394,r+ tree,SUBJECT,plants
395,r+ tree,SUBJECT,trees
396,hilbert r-tree,CLOSELY_RELATED_TO,linked list
397,trie,CLOSELY_RELATED_TO,linked list
398,trie,SUBJECT,trees (data structures)
399,trie,SUBJECT,articles with example haskell code
400,trie,SUBJECT,articles with example python code
401,trie,SUBJECT,finite automata
402,hash tree (persistent data structure),CLOSELY_RELATED_TO,linked list
403,hash tree (persistent data structure),SUBJECT,hashing
404,hash tree (persistent data structure),SUBJECT,functional data structures
405,hash tree (persistent data structure),CLOSELY_RELATED_TO,linked list
406,hash tree (persistent data structure),SUBJECT,hashing
407,hash tree (persistent data structure),SUBJECT,functional data structures
408,aa tree,CLOSELY_RELATED_TO,linked list
409,aa tree,SUBJECT,search trees
410,avl tree,CLOSELY_RELATED_TO,linked list
411,avl tree,SUBJECT,1962 in computer science
412,avl tree,SUBJECT,binary trees
413,avl tree,SUBJECT,search trees
414,avl tree,SUBJECT,soviet inventions
415,red–black tree,CLOSELY_RELATED_TO,linked list
416,red–black tree,SUBJECT,1972 in computer science
417,red–black tree,SUBJECT,articles containing proofs
418,red–black tree,SUBJECT,articles with example c code
419,red–black tree,SUBJECT,binary trees
420,red–black tree,SUBJECT,search trees
421,self-balancing binary search tree,CLOSELY_RELATED_TO,linked list
422,splay tree,CLOSELY_RELATED_TO,linked list
423,splay tree,SUBJECT,binary trees
424,splay tree,SUBJECT,search trees
425,binary heap,CLOSELY_RELATED_TO,linked list
426,binary heap,SUBJECT,binary trees
427,binary heap,SUBJECT,heaps (data structures)
428,binomial heap,CLOSELY_RELATED_TO,linked list
429,binomial heap,SUBJECT,heaps (data structures)
430,fibonacci heap,CLOSELY_RELATED_TO,linked list
431,fibonacci heap,SUBJECT,fibonacci numbers
432,fibonacci heap,SUBJECT,heaps (data structures)
433,r* tree,CLOSELY_RELATED_TO,linked list
434,r* tree,SUBJECT,forest ecology
435,r* tree,SUBJECT,plant life-form
436,r* tree,SUBJECT,plants by habit
437,r* tree,SUBJECT,plant morphology
438,r* tree,SUBJECT,plants
439,r* tree,SUBJECT,trees
440,r+ tree,CLOSELY_RELATED_TO,linked list
441,r+ tree,SUBJECT,forest ecology
442,r+ tree,SUBJECT,plant life-form
443,r+ tree,SUBJECT,plants by habit
444,r+ tree,SUBJECT,plant morphology
445,r+ tree,SUBJECT,plants
446,r+ tree,SUBJECT,trees
447,hilbert r-tree,CLOSELY_RELATED_TO,linked list
448,hash tree (persistent data structure),CLOSELY_RELATED_TO,linked list
449,hash tree (persistent data structure),SUBJECT,hashing
450,hash tree (persistent data structure),SUBJECT,functional data structures
451,binary decision diagram,CLOSELY_RELATED_TO,linked list
452,binary decision diagram,SUBJECT,articles with example code
453,binary decision diagram,SUBJECT,boolean algebra
454,binary decision diagram,SUBJECT,diagrams
455,binary decision diagram,SUBJECT,graph data structures
456,binary decision diagram,SUBJECT,model checking
457,directed acyclic graph,CLOSELY_RELATED_TO,linked list
458,directed acyclic graph,SUBJECT,directed graphs
459,deterministic acyclic finite state automaton,CLOSELY_RELATED_TO,linked list
460,deterministic acyclic finite state automaton,SUBJECT,finite automata
461,deterministic acyclic finite state automaton,SUBJECT,graph data structures
462,deterministic acyclic finite state automaton,SUBJECT,string data structures
463,gnd (identifier),CLOSELY_RELATED_TO,linked list
464,data stream,SEE_ALSO,random access
465,data stream,SUBJECT,computing terminology
466,random-access machine,SEE_ALSO,random access
467,random-access machine,SUBJECT,register machines
468,random-access memory,SEE_ALSO,random access
469,random-access memory,SUBJECT,types of ram
470,random-access memory,SUBJECT,american inventions
471,random-access memory,SUBJECT,computer architecture
472,random-access memory,SUBJECT,computer memory
473,cache (computing),SEE_ALSO,random access
474,cache (computing),SUBJECT,cache (computing)
475,cache (computing),SUBJECT,computer architecture
476,virtual memory,SEE_ALSO,random access
477,virtual memory,SUBJECT,"school of computer science, university of manchester"
478,virtual memory,SUBJECT,virtual memory
479,locality of reference,SEE_ALSO,random access
480,locality of reference,SUBJECT,software optimization
481,locality of reference,SUBJECT,cache (computing)
482,locality of reference,SUBJECT,computer memory
483,hash function,CLOSELY_RELATED_TO,record (computer science)
484,hash function,SUBJECT,error detection and correction
485,hash function,SUBJECT,hash functions
486,hash function,SUBJECT,search algorithms
487,fortran,CLOSELY_RELATED_TO,record (computer science)
488,fortran,SUBJECT,american inventions
489,fortran,SUBJECT,array programming languages
490,fortran,SUBJECT,computer-related introductions in 1957
491,fortran,SUBJECT,computer standards
492,fortran,SUBJECT,fortran
493,fortran,SUBJECT,fortran programming language family
494,fortran,SUBJECT,numerical programming languages
495,fortran,SUBJECT,object-oriented programming languages
496,fortran,SUBJECT,procedural programming languages
497,fortran,SUBJECT,programming languages
498,fortran,SUBJECT,programming languages created in 1957
499,fortran,SUBJECT,programming languages with an iso standard
500,fortran,SUBJECT,statically typed programming languages
501,fortran,SUBJECT,unix programming tools
502,go (programming language),CLOSELY_RELATED_TO,record (computer science)
503,go (programming language),SUBJECT,american inventions
504,go (programming language),SUBJECT,c programming language family
505,go (programming language),SUBJECT,concurrent programming languages
506,go (programming language),SUBJECT,cross-platform software
507,go (programming language),SUBJECT,free compilers and interpreters
508,go (programming language),SUBJECT,procedural programming languages
509,go (programming language),SUBJECT,software using the bsd license
510,go (programming language),SUBJECT,statically typed programming languages
511,go (programming language),SUBJECT,systems programming languages
512,go (programming language),SUBJECT,google software
513,go (programming language),SUBJECT,programming languages created in 2009
514,pascal (programming language),CLOSELY_RELATED_TO,record (computer science)
515,pascal (programming language),SUBJECT,1970 in computer science
516,pascal (programming language),SUBJECT,academic programming languages
517,pascal (programming language),SUBJECT,articles with example pascal code
518,pascal (programming language),SUBJECT,educational programming languages
519,pascal (programming language),SUBJECT,pascal (programming language)
520,pascal (programming language),SUBJECT,programming languages
521,pascal (programming language),SUBJECT,programming languages created in 1970
522,pascal (programming language),SUBJECT,programming languages with an iso standard
523,rust (programming language),CLOSELY_RELATED_TO,record (computer science)
524,rust (programming language),SUBJECT,articles with example code
525,rust (programming language),SUBJECT,concurrent programming languages
526,rust (programming language),SUBJECT,functional languages
527,rust (programming language),SUBJECT,mozilla
528,rust (programming language),SUBJECT,multi-paradigm programming languages
529,rust (programming language),SUBJECT,pattern matching programming languages
530,rust (programming language),SUBJECT,procedural programming languages
531,rust (programming language),SUBJECT,software using the apache license
532,rust (programming language),SUBJECT,software using the mit license
533,rust (programming language),SUBJECT,statically typed programming languages
534,rust (programming language),SUBJECT,systems programming languages
535,rust (programming language),SUBJECT,programming languages created in 2012
536,rust (programming language),SUBJECT,rust (programming language)
537,haskell (programming language),CLOSELY_RELATED_TO,record (computer science)
538,haskell (programming language),SUBJECT,1990 in computer science
539,haskell (programming language),SUBJECT,programming languages created in 1990
540,haskell (programming language),SUBJECT,academic programming languages
541,haskell (programming language),SUBJECT,articles with example haskell code
542,haskell (programming language),SUBJECT,educational programming languages
543,haskell (programming language),SUBJECT,functional languages
544,haskell (programming language),SUBJECT,literate programming
545,haskell (programming language),SUBJECT,pattern matching programming languages
546,haskell (programming language),SUBJECT,statically typed programming languages
547,haskell (programming language),SUBJECT,haskell programming language family
548,julia (programming language),CLOSELY_RELATED_TO,record (computer science)
549,julia (programming language),SUBJECT,array programming languages
550,julia (programming language),SUBJECT,data-centric programming languages
551,julia (programming language),SUBJECT,data mining and machine learning software
552,julia (programming language),SUBJECT,dynamically typed programming languages
553,julia (programming language),SUBJECT,free software projects
554,julia (programming language),SUBJECT,functional languages
555,julia (programming language),SUBJECT,high-level programming languages
556,julia (programming language),SUBJECT,numerical analysis software for linux
557,julia (programming language),SUBJECT,numerical analysis software for os x
558,julia (programming language),SUBJECT,numerical analysis software for windows
559,julia (programming language),SUBJECT,numerical linear algebra
560,julia (programming language),SUBJECT,numerical programming languages
561,julia (programming language),SUBJECT,object-oriented programming languages
562,julia (programming language),SUBJECT,parallel computing
563,julia (programming language),SUBJECT,software using the mit license
564,julia (programming language),SUBJECT,statistical programming languages
565,julia (programming language),SUBJECT,programming languages created in 2012
566,julia (programming language),SUBJECT,2012 software
567,julia (programming language),SUBJECT,free data visualization software
568,julia (programming language),SUBJECT,free data analysis software
569,julia (programming language),SUBJECT,free statistical software
570,standard ml,CLOSELY_RELATED_TO,record (computer science)
571,standard ml,SUBJECT,programming languages created in 1990
572,standard ml,SUBJECT,functional languages
573,standard ml,SUBJECT,ml programming language family
574,standard ml,SUBJECT,procedural programming languages
575,cobol,CLOSELY_RELATED_TO,record (computer science)
576,cobol,SUBJECT,.net programming languages
577,cobol,SUBJECT,1959 software
578,cobol,SUBJECT,cobol
579,cobol,SUBJECT,class-based programming languages
580,cobol,SUBJECT,computer-related introductions in 1959
581,cobol,SUBJECT,cross-platform software
582,cobol,SUBJECT,object-oriented programming languages
583,cobol,SUBJECT,procedural programming languages
584,cobol,SUBJECT,programming languages created by women
585,cobol,SUBJECT,programming languages created in 1959
586,cobol,SUBJECT,programming languages with an iso standard
587,cobol,SUBJECT,statically typed programming languages
588,java (programming language),CLOSELY_RELATED_TO,record (computer science)
589,java (programming language),SUBJECT,articles with example java code
590,java (programming language),SUBJECT,c programming language family
591,java (programming language),SUBJECT,class-based programming languages
592,java (programming language),SUBJECT,computer-related introductions in 1995
593,java (programming language),SUBJECT,concurrent programming languages
